row_id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
0051c6ffd61dbe8,cat_2,,-2.162745491839348,ord_3,-11.805119665488283,ord_0,ord_6,ord_6,16,2.2367182169446407,5,-2.6645668224184704,0,2,0,cat_1,,1
005689d36533319,cat_0,1,-1.2347494328524977,ord_4,-5.218920403876428,ord_0,,ord_1,1,6.024489873799306,0,,1,,,cat_1,,0
005b816688c0f3b,cat_3,31,-3.5138472217765377,,,,,,18,2.8944031985913554,23,0.8149662044707906,,5,2,cat_1,-0.5063026726460395,1
005ccd62f3d7e2a,cat_3,,-4.134501444697634,,0.5413207062400778,ord_0,,,,-2.751699169936966,41,2.1333598989643874,5,4,,cat_0,,0
005ce7beb414c1e,cat_3,,-2.6374213306702736,ord_1,,ord_0,,ord_6,7,0.23222865848088037,28,0.4867857691882101,4,,1,cat_1,-0.1695519679472769,0
0063b627b64cf81,cat_3,,-2.057295060644786,,17.44199768507305,ord_0,ord_5,,0,-4.620253826592265,15,-2.3570713382711648,7,,,cat_1,,1
006cb79470dade8,cat_4,,-0.772028452068834,ord_2,2.2045508007984367,ord_0,ord_6,ord_0,0,1.2206786725955672,0,0.0949773372602748,1,7,0,cat_1,-0.18611782629716606,0
006fe12094e51b6,cat_4,8,-1.3975983161944194,ord_3,,,,,80,,27,-0.2708907122781321,0,6,1,cat_0,,0
007841c02b378a6,cat_0,,-2.205173204088406,ord_4,,ord_0,ord_6,ord_3,29,1.522537889458492,10,4.533584404517006,,3,,cat_3,,1
007aeeb2bb275a5,cat_4,16,-1.6153149786952692,ord_3,,ord_0,,ord_6,0,7.134394284336471,26,-2.1842764493480953,,,,cat_4,,0
007e178d6f4dd08,cat_4,37,-2.0522019100533617,ord_2,17.902592025627637,ord_0,,ord_4,0,-3.6014425606232052,29,-0.8386289494786757,0,4,11,cat_4,,0
007e9921d5d83cc,cat_3,18,-4.017113376645963,ord_1,-0.8913524876147316,ord_0,,ord_3,3,-3.2173112322609514,61,-0.30515363626359926,0,,3,cat_1,-0.2771847578227016,0
007f4c10cb76795,cat_3,,-3.968078346040196,ord_1,-18.521133104197155,,ord_6,ord_1,0,-5.110321413141008,6,0.3211276113175614,0,3,0,cat_1,,0
0082e0ebef9f94f,cat_3,4,-2.1869263801627143,ord_0,-6.419258126556035,ord_0,,ord_6,,4.787655231275757,68,-0.326498126108678,1,2,,cat_1,,1
00862eca8018dfa,cat_1,,-1.3818491891760236,ord_1,,ord_0,ord_6,,0,1.7031247580125712,,-0.43408939554305076,0,3,,cat_1,-0.4630705946196283,1
008694810d69a30,cat_1,,0.22510563778516324,ord_4,-16.89627711998523,ord_0,ord_6,ord_0,,,0,0.5448544450413567,0,5,0,cat_4,,1
0090af07fc51f2f,cat_3,10,-0.36857998896863486,ord_2,,ord_0,ord_6,,0,0.6744975139793246,,0.1852542648919193,,,,cat_4,,1
00965291377ad2f,cat_3,,-2.2652294401114985,,-3.6737909487160865,ord_0,ord_6,,,3.5517031947520286,22,,0,1,,cat_4,,1
0098ac54c3ab407,cat_0,,-0.3827360749501293,,-10.354847896943362,ord_0,ord_6,ord_1,24,0.8198523322455409,3,-0.0062986871772650575,1,4,1,cat_1,,1
00a4e1a4d5a36e2,cat_3,12,-4.066926990651965,ord_1,3.6017803756766877,,,,0,6.62898160835233,36,-1.3872138872386928,0,3,,cat_1,,1
00ac2ac3ec52f80,cat_0,3,-1.0583922411796411,ord_4,,ord_0,ord_6,ord_1,2,1.5697694226080035,0,2.53081122225408,0,,,cat_4,,1
00bd4738300f40e,cat_0,,-0.7556718664921502,,2.464861587767264,ord_0,,,0,0.9427915909278757,7,0.4839833215781191,0,,0,cat_4,,1
00bf56c431a3eac,cat_3,15,-4.301755765866916,ord_1,,ord_0,ord_6,ord_5,5,-3.921876773675558,23,-4.374796337642393,0,2,,cat_1,,0
00bfbba96b6dc7b,cat_4,7,-0.9844912269375038,ord_2,-1.2258189212561599,ord_0,ord_6,ord_4,4,-2.5867639649887404,28,-0.4656692100490285,1,4,,cat_1,,1
00c1cb16f90fdf3,cat_3,,-2.5769471072104833,ord_1,-4.279515217746713,ord_0,,ord_5,3,0.360728668658032,19,-2.8145746148920745,0,,0,cat_1,,1
00d3fca8601f068,cat_4,3,,ord_2,15.013926723751068,,ord_6,ord_1,,,0,3.1887528253711386,,2,,cat_1,,0
00d499e2aeb8006,cat_3,2,-4.3644693148466995,ord_2,3.546505809811676,ord_0,ord_6,ord_6,24,-2.219805759230751,22,-2.178721398733531,,2,,cat_1,,0
00df55272a61cab,cat_3,,-2.6955373541722683,ord_3,13.923993589773676,ord_0,,ord_5,1,-0.36703198669038983,50,2.1323415267553685,13,8,8,cat_4,,1
00e121bba6ddab3,cat_3,1,-2.1328551941762512,,,ord_0,,,,0.13560557265732176,20,-2.229924086846287,4,41,13,cat_1,,0
00e4427d492ddc4,cat_3,,-3.310158199908961,,1.9446861746753665,ord_0,ord_6,,,2.481570043439025,,3.0617017036870067,0,1,,cat_4,,1
00e55c077512312,cat_4,,-1.382922030432131,,9.621619725453881,ord_0,,,0,6.74271709762526,1,-0.1045389053512257,0,,1,cat_1,,0
00ebe2c29a720ae,cat_4,2,-1.1792001819734987,ord_1,-7.740347592720389,ord_0,,ord_1,0,-1.463252820355173,19,-1.1897457189327856,0,1,0,cat_1,,1
00f1e346178ea1e,cat_3,2,,ord_1,,ord_0,,ord_0,56,,44,-2.276606462615096,0,2,0,cat_4,,1
00f4ac96aa941e3,cat_3,,-3.9247656848525385,,,ord_0,,ord_6,0,-3.1419529628278413,30,-1.3756557928664435,,,4,cat_4,,0
00f5c94ba5f8659,cat_3,,-3.3418941701076426,,-3.3742337996219876,ord_0,ord_6,ord_6,0,-1.5425651829354208,24,1.1718211177630868,0,,,cat_4,,0
00f874d79ba3045,cat_3,,-0.9616094047658599,ord_3,-13.333466754297772,,,,11,0.11683033991079139,33,-4.5320813659175965,1,2,0,cat_1,,1
0101ba47444444c,cat_3,6,-3.2882632028209033,,-3.126865817692898,ord_0,ord_6,ord_2,0,5.39286107411145,0,0.9225459777171323,0,5,0,cat_1,,1
010d4a6cdc5242c,cat_4,2,1.433456011589918,ord_3,,ord_0,ord_5,,,2.9447211227546854,16,-1.5291464752997999,0,44,,cat_1,,1
011604c08f930fa,cat_3,,-3.2633658017256955,ord_1,,,ord_6,,0,0.4995102215018141,23,1.5233404629629763,0,1,,cat_1,,1
0116e316601de03,cat_0,,-0.9414072169753299,,-13.074534131345903,ord_0,,ord_3,,,0,-3.6049412720147798,1,25,,cat_0,,1
012032badc0042e,cat_3,4,-3.7661800603691407,,,ord_0,ord_6,ord_2,,-4.534212654386071,49,0.8011994634062107,0,6,0,cat_1,,0
01285d8aa255736,cat_4,,-0.20298118203607118,,1.8358918433004838,ord_0,ord_6,ord_4,0,1.0884718103775413,18,0.7754898736452077,2,,,cat_1,,1
013b1203acaa324,cat_0,2,-2.30179428249867,,,ord_0,ord_6,,2,3.474872465743692,4,3.6116502166579014,0,1,0,cat_1,,1
014088034cd8a6b,cat_3,,-4.222056135456036,,6.389915414470246,,ord_6,ord_5,1,6.573841982636063,49,0.9791531899838837,3,,2,cat_5,,1
01442255f399372,cat_3,,-2.9239354195801925,,,,,ord_4,1,-0.8750568506478427,20,0.5995716576877056,1,,,cat_3,-0.0790646389476845,1
014fa0905887bd9,cat_3,,-1.201985135513473,ord_1,-11.433951963044166,ord_0,ord_6,ord_0,,2.450559908656986,,,0,,,cat_1,,1
0151b50682705a6,cat_3,,-3.9332691663261468,,7.614914642219307,ord_0,,,3,3.921204020774838,26,-1.277549807708002,4,2,1,cat_1,,1
01554c280c62040,cat_4,3,-2.4571650495988546,,-2.1839936482629936,ord_0,ord_6,ord_3,8,-2.9911896066025196,7,0.22214044262053445,0,1,1,cat_0,,0
015fbba8d962fd6,cat_0,,-2.4974688151458517,ord_4,,,ord_6,,9,2.886081911127788,0,1.7641628599754897,0,7,0,cat_1,,1
01638c9d2b411c9,cat_3,,-2.1517638295816974,ord_2,,,ord_6,ord_2,20,4.101603410631455,26,0.5757711028628376,0,,2,cat_1,,0
0172335684ea0dc,cat_3,61,-2.1337629269578606,ord_1,14.460052484919183,,,,0,-4.53491846500213,,-2.3217417908364038,0,27,14,cat_1,,1
01935df8afdf78f,cat_3,5,-2.108622393153519,ord_2,13.91057876197189,ord_0,,,,6.169359205218242,1,0.4921556957424009,0,8,1,cat_1,,0
0198e296719d057,cat_1,2,-1.350758046411167,,4.760337548844681,ord_0,ord_6,ord_2,,-5.357332858402686,1,-1.88499642987418,0,1,0,cat_3,0.08886553392936261,1
019ca3b4f678bb7,cat_0,0,0.8461480189541655,ord_3,9.510056210954184,,,,,0.9506396334171434,,0.08015395402421699,0,2,0,cat_1,,0
019cf1faae69feb,cat_3,4,-1.4629498736410176,,,ord_0,ord_6,ord_3,0,5.355926703283297,3,-0.06300731998073705,0,,0,cat_0,,0
01a1ffbf485088b,cat_4,2,0.7420080112919389,ord_2,22.671861508334267,ord_0,,ord_2,,1.560311139399004,0,2.2734013584978743,0,1,2,cat_1,,0
01a27678bd688f0,cat_0,,-0.4673246176876336,ord_5,4.097601448994736,ord_0,ord_5,,,-0.6348007145495271,,1.5994892723917673,3,19,1,cat_0,,1
01adf8fb8b11839,cat_3,,-1.0181503631592292,ord_1,-8.727796934551463,ord_0,ord_5,ord_2,9,,58,0.9504906647525564,0,28,0,cat_4,,1
01b84b28602d83c,cat_1,8,-1.9448661916169039,,9.340014156238297,,ord_6,,0,1.8355528739461582,11,3.720342947319794,2,9,,cat_1,,0
01c3bb2680b2aec,cat_3,5,-2.137935525184823,ord_1,7.1988151624540135,ord_0,,,76,2.227645239437853,26,0.09084346013632771,0,5,,cat_4,,1
01c49204e2f7c32,cat_0,2,0.4805437373355008,ord_4,-19.582321871797667,,,,,-0.8585491327440095,0,0.34417579643432217,33,,,cat_1,,1
01ccce206dc6024,cat_3,1,-1.9958114815877352,ord_1,-6.626674154429912,ord_0,ord_6,,,4.414761833187404,7,-0.89960421460486,2,2,,cat_1,,0
01cfb5bfc251e02,cat_4,27,-3.6141430923726334,,-2.1412284735008047,ord_0,ord_6,,22,,5,1.2059125388120846,0,5,,cat_4,,0
01d2c1dc0b8bda5,cat_0,,-1.864470072647243,ord_5,10.126102789087533,ord_0,,ord_5,128,,8,0.33596008330757365,0,,,cat_1,,0
01dfec1bd4cd610,cat_3,,-2.9943934632477323,,29.000504561534413,ord_0,,,0,,14,-0.11448903695539536,,6,,cat_1,,1
01e4d29ec9819bb,cat_3,21,-2.9680587075200306,ord_0,-0.18829593851415938,ord_0,ord_6,,3,9.979475789621588,17,1.7742504803826826,0,8,0,cat_1,,1
01e9aa9addb09d9,cat_3,,-1.5507939328833358,ord_1,,ord_0,,ord_0,0,-2.3298204754021574,2,1.3480173338303185,0,0,5,cat_4,,1
01f1d33fd1cbc08,cat_4,4,-1.430391150771042,ord_2,-3.206759035291223,ord_0,ord_6,ord_2,,3.5398919879535935,44,-1.6642720113238927,0,0,0,cat_1,,0
01fdee5ab16cf3f,cat_0,,-2.199125915780863,,-1.2980022129350521,ord_0,,ord_4,,-5.451073206300798,,,0,6,0,cat_4,,1
021d8bb9b6ea1ab,cat_3,5,-0.32131495820337896,ord_0,-1.5881239647386178,,ord_5,,34,-2.4353516999835096,26,1.1542383550401825,0,,1,cat_4,-0.46109603005778754,1
02346a220c42083,cat_3,,-3.0496859589282765,ord_2,-8.084005697885447,ord_0,,ord_1,0,-0.2029495671501773,0,0.10399846249622757,2,5,0,cat_4,,0
023888013f754e7,cat_4,,-1.8916961730219084,,0.621304403230337,ord_0,ord_6,,0,-3.3908527072189303,35,0.4770568145138727,,,,cat_4,,0
024233f4307292a,cat_3,8,-3.918817155602036,,-5.347107213831362,ord_0,ord_6,ord_6,0,6.027033374498216,24,-1.1380652488394902,0,,0,cat_1,,1
0243383eb058ace,cat_4,19,-0.4106616194044458,ord_3,2.677373070788514,ord_0,,ord_6,,3.772358402710815,17,3.1989295698654434,1,11,1,cat_1,,1
0247b50efb60370,cat_4,,-1.0779977206591749,ord_3,2.5490640782280924,,ord_6,ord_5,0,-1.412389420894217,,,0,1,2,cat_4,-0.06457469057774601,0
024ee95de3607b6,cat_0,3,-1.3932536252041217,,,ord_0,ord_6,,3,3.934328881761086,0,2.67587252141079,1,4,0,cat_4,0.32366978074551567,0
02591507d48f6be,cat_3,16,-3.550943933270316,ord_1,15.98149451528883,ord_0,,ord_6,9,-8.318894648072652,10,1.3078096303523783,,4,,cat_1,-0.5114976997372279,0
025f39b9c97b6a6,cat_3,1,-3.421146781590074,ord_1,-5.067218026185076,,ord_6,ord_4,1,6.194268165250389,,0.6857737247078631,0,4,,cat_1,,1
0269778df9a2ef1,cat_1,9,0.7788040734103554,,,,ord_5,ord_2,,-3.642251214703456,3,2.1102324463325304,0,52,,cat_4,,0
026e0c7d6671ce1,cat_0,,-0.26301325435669454,ord_5,-3.507917728956843,ord_0,ord_6,ord_1,,4.5921469800168335,0,,0,0,0,cat_1,0.959453726143679,0
0275fca8895a638,cat_3,5,-4.458124380226735,ord_1,,,,,0,0.08879081886022133,22,,0,3,1,cat_1,,0
027aee135100dc0,cat_4,,-1.2548158010094292,ord_1,7.307214605253634,ord_0,,ord_4,148,-1.6436694461710641,11,1.9403028475274577,7,6,2,cat_4,0.4226896080257666,1
027f249570cc32f,cat_0,,-1.3149213299071094,,,ord_0,ord_6,ord_4,0,-1.6583893424787575,8,,1,4,1,cat_1,,1
028096f081fa5fe,cat_3,,-2.0069271203883696,,,,ord_6,,,-0.09826320488052098,0,-0.09312937698138685,0,5,6,cat_4,0.4466438503139477,0
02892ce16eb5f3e,cat_0,,-1.7701828426496236,,9.727062986856701,ord_0,,ord_6,,-1.3939410632239158,,-0.9702530564640407,,49,,cat_4,,0
0290ffab695f8b9,cat_3,7,-2.4960965687366405,ord_1,,ord_0,,ord_5,6,-0.3552004337624246,28,-0.5840237982667028,0,30,,cat_1,,1
02916889f258b68,cat_4,22,-1.2868674359683399,ord_2,8.381938857823535,ord_0,,,0,3.890033513182176,23,0.6373867888360457,0,6,1,cat_1,,0
0291c48d567b9b1,cat_0,0,-1.5867930287748049,,-8.390123720217698,,ord_6,ord_6,2,-1.3386454512067836,,-1.988407391858527,,2,0,cat_1,0.4813693928570637,1
0294cdeb77bf104,cat_4,3,-1.483253621728271,ord_1,4.69911184427384,,ord_6,,0,6.126457676668441,25,-2.1905402134575986,0,2,0,cat_4,,0
02994f36c0f6e6c,cat_0,3,-1.5286961886809802,ord_5,-7.6607934153076584,ord_0,ord_6,,37,,0,-4.96302630333696,0,,0,cat_4,,1
02a3aa1b73255db,cat_3,19,,ord_1,13.92939810700796,ord_0,,ord_2,,-1.3435860158763975,6,-2.4877420903181595,,1,7,cat_1,-0.7512945681579116,0
02a7cc85bdb4d8c,cat_0,11,-0.36837361044806916,,-11.008506627474192,ord_0,,,12,0.591859515405039,1,-0.004556648004629571,,8,,cat_1,,1
02abc8aa682d807,cat_4,4,-0.8140998488810061,,5.6116303829070855,ord_0,ord_6,,,0.2882986835265431,,,,1,,cat_1,,0
02ae39b8634f831,cat_3,,,ord_4,,,,,34,4.037140443372209,2,4.22387557697165,0,,0,cat_0,,1
02b008d621b7f91,cat_3,,,ord_3,5.932953446197694,ord_0,,,32,-1.358641343698113,31,-0.749823114861148,6,1,,cat_0,,1
02b224c92c48b28,cat_0,,-1.1060080715465217,,-10.955065381066621,ord_0,,,21,-2.1509192205560046,1,-1.94185262008862,0,5,,cat_1,-1.1239036008319094,0
02b3b3a2d2f44c5,cat_3,9,-2.5136469571663884,ord_1,3.099070676575927,ord_0,ord_6,ord_2,0,-5.155150638395368,42,,12,1,6,cat_1,,0
02bfbd95038fdb6,cat_3,,-3.6186949802101536,,10.854371180923774,ord_0,ord_6,ord_6,38,2.973043742952681,22,1.2784998125310332,1,4,2,cat_1,,1
02c1f052bb4c02e,cat_0,,-3.3762510851578846,ord_5,11.05632292242832,ord_0,,,18,-0.22780562943842675,,0.5879726359954778,0,3,4,cat_4,,1
02cbff24f4d3090,cat_0,11,-2.741468159807384,ord_5,4.714203560439416,ord_0,,ord_3,0,0.024565155282920248,2,0.47303752315480463,,,,cat_0,,0
02cd5b6f28c5546,cat_3,3,-3.11026119683171,ord_1,-2.987546466818924,ord_0,,ord_2,0,3.298573813714176,22,1.4148306574757394,,5,,cat_1,,1
02d107f22e52aa4,cat_3,1,-1.852360801815923,ord_1,12.784512056332616,ord_0,ord_6,ord_0,,0.08631475281462575,,3.377457139315596,0,3,0,cat_4,,1
02d352bcad60519,cat_3,,-1.4070552576776583,ord_0,,,ord_5,ord_5,12,1.6737384247791653,30,1.7033152965284204,0,,0,cat_5,,1
02d3be212e0a473,cat_0,,-2.7648131689340105,ord_4,-13.095722005884758,ord_0,ord_6,ord_4,0,-4.828231085802272,1,0.14633133454257619,0,5,,cat_1,,0
02e8fe698a874df,cat_3,,-2.909616895682503,,1.2852058852504729,ord_0,,,50,10.05463616333142,26,3.301024260855181,0,4,,cat_1,,1
02f63c0b42863ff,cat_3,,-4.105716347964961,ord_0,,ord_0,ord_3,ord_6,0,8.31101483265819,11,-1.1043241599892315,1,37,0,cat_1,,1
03033919ce32e8a,cat_4,,-1.6429739252758957,ord_2,8.89960797771728,ord_0,,ord_5,17,6.4608067831662215,35,1.7910175838948863,13,2,2,cat_1,,0
030371d16642cd8,cat_3,5,-3.8378910408516083,ord_2,,,,ord_5,,-0.40062249155181684,21,-1.7482354818957586,0,2,1,cat_1,-0.3005056757183315,0
031648236f53138,cat_3,,-2.923098643906526,,-1.5807719995670955,ord_0,ord_6,,10,3.3813580022523535,34,2.114848302322395,22,1,,cat_1,,1
031c05cc06f35c4,cat_4,,-1.3959255295613437,,0.7994445889077366,,,ord_3,,-4.314826569340527,14,1.136324163785643,0,3,,cat_0,,1
031c4779c7fc764,cat_3,,-3.6497469633719795,,,ord_0,,,0,,,,1,11,9,cat_0,,0
0320b5380c0156a,cat_4,65,-2.402281984422867,,12.495159547462228,ord_0,,ord_4,,-3.560834310443287,,2.041172927029182,0,3,12,cat_4,,0
0321495b1522757,cat_4,,,ord_1,,,,ord_2,71,-0.47673803271703363,8,0.29546183376167307,8,2,3,cat_1,,1
03238ed025a3237,cat_3,1,-2.498434933307786,,-13.212836018197118,ord_0,ord_6,ord_3,17,-3.1947919224221,50,-2.0642064271852787,1,3,,cat_1,,1
0327b66f0663907,cat_0,,-1.0658958322865293,ord_5,,ord_0,ord_6,ord_5,0,-2.137751308435225,4,0.885893991952899,6,6,,cat_4,-0.49417399970134485,1
03285e972970cf7,cat_0,2,-0.8514110297422073,,25.375542577464664,ord_0,,,0,3.242789108474703,0,,8,,,cat_1,,0
032b3d96ef99b21,cat_3,1,-2.692728445269844,ord_1,6.463297396226347,ord_0,ord_6,ord_1,,3.8381733910057982,0,0.8094741428615283,0,3,,cat_3,,1
0333965f4396037,cat_1,4,-2.968172092198246,ord_2,-1.3152004261513301,ord_0,ord_6,,0,-2.222493049744222,8,0.3985998444421951,0,1,,cat_1,,0
033f1b920702807,cat_3,21,-1.330393687812081,ord_1,9.952575536817157,ord_0,,,,1.5515353593703196,13,-0.5267550371530191,0,0,8,cat_1,,1
033f3b47ef450ee,cat_4,13,-1.3712595428780339,,-2.438333100935938,,,ord_6,,0.13604896850294224,16,1.1729822288837748,0,0,0,cat_1,,0
03441dfe55c9913,cat_0,,-1.2620430226882082,,0.839784906163946,ord_0,ord_6,,,3.8018879739116525,0,1.4322929642703952,4,0,2,cat_1,,0
03448eed7f934c0,cat_3,2,-2.5867699582168706,ord_3,,,ord_6,,0,5.8772368443582215,21,3.99106302895341,0,,1,cat_0,,0
034650a2a828469,cat_4,7,-1.8299067271102734,,-7.713264089962763,ord_0,ord_6,ord_6,,-5.085735403065009,21,-0.8800554161418522,0,,0,cat_5,,1
034879aae568bad,cat_4,,-1.6597111877423913,,10.233932640766183,,,,0,1.1816848989336441,29,-1.5459742401961298,5,1,6,cat_4,0.4664427938570162,0
035655ca57ad1f2,cat_1,,-0.24099231068075022,,-5.817701644712618,ord_0,ord_6,ord_1,32,0.789319539072908,1,1.7872522144325333,0,,0,cat_4,,0
03645304349041e,cat_3,10,-4.982922590744438,ord_2,,ord_0,,ord_6,5,-6.286796889264304,13,-1.4653013218213617,,5,7,cat_1,,0
036ba8f67a7da29,cat_3,0,-4.178191052758828,ord_2,0.7599150092244389,,,ord_4,2,,60,0.5717626708177652,0,,0,cat_1,,0
036df3befea66c6,cat_3,0,-1.8662590984775285,ord_2,,,,ord_2,,4.000103474984032,24,0.9246576738450738,,7,0,cat_0,,0
036e73533fb6904,cat_4,9,-3.106739305926051,ord_3,-7.746895623676077,,,ord_1,0,-4.391920975642603,22,-0.5525149839078101,0,2,0,cat_3,-0.513132262633565,0
03752e2d8b3b0a4,cat_4,,-0.8163120832467893,ord_1,-21.52388155720075,,ord_6,ord_0,0,2.615462318495173,4,-0.7682115005843948,0,4,,cat_1,,1
0376b6e094ed0af,cat_0,2,-1.572746475330605,,3.3384291004190256,ord_0,ord_6,ord_6,,3.3616073963680315,2,-2.3369663887367866,,,0,cat_1,,1
037752ca68c7ecc,cat_0,17,-0.7049380368562485,ord_4,-21.657631499622404,ord_0,ord_6,ord_0,10,,0,-0.8805226799985126,0,,,cat_1,-1.0205147299515656,0
037e4a26b766ec4,cat_0,2,-0.07980177663832588,ord_5,,,ord_6,,0,-0.08327231146835769,,1.0429897667686086,0,,,cat_1,-0.18860061167673384,1
0388e53fc5ce750,cat_0,0,-3.7107741864232553,ord_5,,ord_0,,,12,-2.7882815280042648,4,1.1045804404746562,,,0,cat_1,,0
038b20194017071,cat_4,1,-1.1185957185067383,ord_1,,ord_1,ord_5,,0,1.7492264525643844,29,-2.302575364202268,,,0,cat_3,,0
038ba07f6c444fa,cat_3,7,-0.04232843134807507,ord_3,6.543388684446989,ord_0,,,,-6.035199841783761,2,0.7955311166536255,0,32,0,cat_4,,1
038dffa9f5baa37,cat_3,,-3.727413574589969,ord_1,,ord_0,ord_6,ord_3,1,5.846947190547047,14,-1.0422713273900686,0,,0,cat_1,,1
039913b2ceeacbc,cat_3,7,-4.551396579940246,ord_1,-3.9652095850983056,,ord_6,ord_5,0,-2.2207204035908257,27,,0,2,0,cat_1,,0
039d624e69d94c1,cat_0,62,0.26448961182837083,ord_4,14.422089730823101,,,,0,,3,0.8763377809804263,0,39,12,cat_4,,0
03a50f61bc2acb4,cat_3,24,-0.33360212692688607,ord_1,41.5352950557325,ord_0,,ord_0,22,-9.94580863136909,1,-0.2988047511114864,0,15,46,cat_4,,1
03a7980abaded19,cat_3,23,-2.1401995573882675,,14.238494799268235,ord_0,ord_6,,2,-3.6409450372313685,37,-1.4515691399057826,,,9,cat_1,,0
03b0b216420d0a0,cat_4,,-1.6126011911043066,,-4.921370034976097,ord_0,ord_6,ord_6,0,3.3780405868928733,9,0.6864058536664059,1,1,0,cat_1,-0.4327261348246847,1
03bb19905f5f125,cat_4,,-0.07644241359985315,ord_3,17.90780895209327,ord_0,,,,0.12425045708896398,37,,0,57,,cat_3,,0
03c2a4aa013f421,cat_0,4,-3.0225867091578267,ord_5,,ord_0,,,0,-1.16271782812117,2,0.6483484285028432,0,,2,cat_1,,1
03c5bad2a124805,cat_3,,-4.15484049384527,ord_2,,ord_0,ord_6,ord_5,43,-3.565898282312533,37,-0.5496859872484199,2,5,,cat_1,,0
03d2934c4a77e02,cat_1,,-1.6361735906289452,ord_1,6.752456685706589,ord_0,,ord_2,0,-3.365547005954815,0,-1.8632938263375978,0,2,,cat_0,,1
03dbbf3c5ca3cfa,cat_3,4,-2.075807052829309,,-8.648131826331692,ord_0,ord_6,ord_4,33,6.115168837215792,33,-0.542343107997322,0,7,0,cat_4,0.031138079769519822,1
03e0e8313101c68,cat_4,2,-1.5667185609388474,,2.856478594952632,,ord_6,ord_1,1,-2.191465059127197,1,1.257852535225835,0,5,,cat_1,0.3426725500222034,1
03e370e8498b0bf,cat_0,7,,ord_4,8.075795702713265,ord_0,ord_5,,0,0.6799677892090213,2,-0.0741986568754871,,,,cat_4,,0
03e51aac26d735b,cat_1,,-0.7327745299434663,,6.60136266884116,ord_0,,,2,6.359142820378147,5,2.1732234091347653,1,0,1,cat_3,0.5208606609548334,0
03e7b602f694f62,cat_3,,-2.1574731104168223,ord_0,12.566323308504403,ord_0,,,0,-0.25635506994908686,1,2.6850106054292873,,6,1,cat_1,,1
03f1b9c38f41787,cat_3,13,-0.4722189560761092,ord_3,-1.811343795302538,ord_0,ord_6,ord_6,1,0.18157058256869263,18,1.5822874847611856,0,11,,cat_0,,1
03f55227ebad220,cat_1,2,-2.5303087828888,ord_2,5.694479233080472,,ord_6,,,,7,-0.44562679733715127,0,1,2,cat_1,-0.061303282275167216,0
03f6ac4949680f5,cat_3,26,-2.041436477228925,ord_2,3.819828020787378,ord_0,,,,-7.195080562232482,1,3.3365943255595485,0,,,cat_1,,0
04004b7eb330540,cat_3,5,-0.7626716404994596,ord_1,,,ord_6,,8,1.3622576004084181,1,2.2791159595160906,0,,0,cat_1,,1
040d1c8aa5798d8,cat_3,,-0.051173124415503146,ord_3,-4.026154317161437,ord_0,ord_5,ord_1,,2.436505762155954,0,0.7038534463958744,44,17,,cat_0,,0
