row_id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
0ef42534395c2a,1.3698410935120697,cat_4,,0,cat_5,cat_7,0,cat_2,1,0
0f48e49b411566,3.7292629037763714,,1.016003916246158,0,cat_2,,1,cat_0,0,1
1029f6174c9e86,-2.8718567457457107,cat_0,-0.02461485242188055,0,cat_3,cat_3,0,cat_0,0,0
104d4b1bd5cfba,-0.6644519177792135,,0.46416685647072164,1,cat_0,cat_1,0,cat_3,1,1
117c4dd6d1cd5f,0.6566582757652814,,,0,cat_2,cat_5,1,cat_3,,1
11813324ebb971,-0.46851393903066674,cat_1,0.46710596117600967,0,cat_1,cat_1,0,,1,1
119abace1d3ad2,0.8436161314596644,cat_6,-1.3964217232202403,2,cat_4,cat_1,0,,,0
119e3382288928,1.4572255679402784,,-1.5231151384499495,,cat_2,,0,cat_0,12,0
11b20317edcbe4,-0.9173298574519227,cat_0,1.319518911351024,1,cat_4,cat_4,1,cat_0,,0
11b986ccf24be1,0.9389357631392263,,0.9733519209314345,0,cat_1,cat_7,1,cat_2,6,0
126af09fe1b306,-3.395244982926796,cat_3,-2.1293141733403083,1,cat_3,cat_4,0,,,1
1295e977a85fc9,4.256535447633681,cat_1,0.74151878297223,0,cat_4,cat_1,0,,0,1
12d438221c28bf,-0.5426315690114194,,-1.145827144735327,,cat_1,cat_7,0,cat_1,,0
13dcb4c5446ec1,1.0323834940245342,cat_6,,0,cat_4,cat_7,,cat_2,0,0
142c2f2815c45f,-2.795389184717981,cat_5,-0.5013345535946311,,cat_1,cat_6,1,cat_3,0,1
14a226539c509f,2.0094253101618644,,-0.8655180244638123,1,cat_1,cat_4,0,cat_1,0,1
14cde96d63645f,-0.7131381391547795,cat_3,1.5946238498157894,0,cat_2,cat_2,0,cat_3,3,1
1576e0e6fab255,4.528540606462,,-0.1853284760460302,,cat_1,cat_1,0,cat_1,0,0
15e5ef512c6678,-0.2848365335670777,,1.115701289895683,1,cat_1,cat_1,0,cat_0,,1
15e7206f18480e,-1.0078059208168075,,-2.190773311467536,1,cat_2,,0,cat_3,,0
1624c3d063b602,-3.1629260300331232,,0.1875575462992789,,cat_0,cat_6,1,cat_6,,1
163d1c900f0675,5.39211259749774,,1.1059817520113473,0,cat_3,,0,cat_6,0,0
1690897bdbda37,2.2760055537849904,,0.35300071652488396,1,cat_2,,0,cat_5,3,0
1691061b1d9e91,3.4596838306871733,cat_2,-0.27074411778247526,2,,cat_2,0,cat_2,0,1
179e7ebdaf7f66,-2.8659195669940214,cat_0,0.12772992171629788,1,cat_0,cat_6,0,cat_4,3,0
187131ab05396f,3.295237074985254,cat_2,-0.9430296531098705,0,cat_3,cat_4,1,cat_5,0,0
18afc4301590e7,-3.088272007540506,cat_0,0.6589348588427202,,cat_4,cat_1,1,cat_1,0,1
18e99fbc68d336,1.1713088815152353,,,,cat_4,cat_1,0,,,1
1909a5d90cd736,0.15156066514451078,,0.5299184283347178,0,,,0,cat_3,0,1
1914358a42b313,-1.6596814872962247,,-0.6133182274213144,1,cat_4,cat_0,0,cat_5,0,1
19a6c6201f36ee,-0.45289923336699434,cat_0,1.5221330204471921,2,cat_6,cat_7,0,,1,1
19b4566e0c2e3b,-0.37293766884733387,cat_6,0.9541544241343135,,cat_3,cat_2,0,cat_6,2,1
1a15f78cc6a7b7,-0.14412730571155485,cat_2,0.8603089702805076,0,cat_6,cat_7,0,cat_3,,1
1a9349fdec8bbc,-0.623972588802043,,1.7238500564860426,,cat_0,cat_3,0,cat_3,,1
1bd692c7c2a719,0.2536620707400468,,0.08385249086730917,0,cat_0,cat_3,0,cat_2,0,0
1c26b89c6158db,3.2715536026382583,,0.7004612141743984,0,cat_2,,0,cat_6,2,1
1c47ecf83e406d,-2.9923588798963845,cat_2,0.5901313599082032,0,cat_0,cat_1,0,cat_3,0,1
1c9a3b39f01575,1.195727921843745,,0.3465939670117442,1,cat_6,cat_6,0,cat_6,0,1
1cfe628222504d,4.469617037167788,,2.4831430401598755,0,cat_4,cat_2,0,cat_1,3,0
1d8d538cd9480f,3.533221629349102,,0.6840961052551121,,cat_0,,0,cat_2,1,0
1e3fefa3bb32dc,-0.5864302064821113,,,,cat_5,,4,,0,0
1e5b2cc4c9dda8,-4.184582173963548,cat_6,-1.4191936837457395,,cat_6,cat_6,0,cat_6,2,0
1e60573a62420c,1.4961632905771904,,-1.1117156509810138,0,cat_3,cat_0,0,cat_4,0,1
1eef80e58d6198,-2.4007523276553417,,2.1867256473385517,0,cat_4,cat_6,0,cat_5,0,0
1efc589a08fe1f,-3.24138646696043,,-0.3372908354071005,,cat_6,,0,cat_5,2,0
1f6d232ab4a49c,-0.3152688783672316,cat_0,,0,cat_0,cat_0,0,cat_0,0,1
205f38df1a5a3a,1.662440173803628,cat_4,0.8650192400288429,,,,1,cat_4,0,0
20751d4e6ad8a8,0.6282862411818775,,0.6363906986170009,,cat_2,,1,cat_0,1,0
207eb5cd24c038,-1.0843984458711051,cat_5,0.3851899090471461,,cat_6,cat_3,1,,,1
21017ec4b8fd41,5.545861559520173,cat_1,1.2381843217523594,2,cat_6,cat_7,0,cat_6,0,0
210bdb4a7cf79a,-4.931801482167312,cat_3,-1.9827015633381038,,cat_6,cat_7,1,cat_6,0,1
213ae6f6782664,-4.269656378923624,,0.751570864836783,2,cat_1,cat_6,0,cat_3,1,1
220a33038f4974,2.7685226517235475,,1.1069296283212287,,cat_3,cat_3,1,cat_3,,1
222fef570fc8a4,-1.6368910281032671,cat_0,1.8030701970202796,2,cat_5,cat_3,2,cat_1,0,1
23095f25cad9ef,-1.2532070591234201,cat_4,-0.8010201438186262,,cat_3,cat_4,0,cat_2,3,0
233bb8bf76e326,-0.7005257224134918,cat_4,-0.6099340024428722,1,cat_5,cat_6,0,cat_6,,1
237c7003273b04,3.271545376890296,,0.1720865396326224,0,cat_6,cat_2,0,cat_3,1,1
23edb62207d4f7,-2.204074431458785,cat_2,1.3986518035290594,,cat_0,,0,cat_3,3,0
2406add322e039,-5.547461374385279,cat_5,,,cat_2,cat_2,1,cat_6,,0
25c06be738d8d5,-1.5107310106016911,cat_0,0.18162162575637048,1,cat_2,,0,cat_3,,1
25caadc5454076,-2.9622587162092087,cat_5,0.07693652546331292,4,cat_6,,0,cat_6,1,1
270d762fc0ad4a,0.40879785930764967,,1.2395618443048262,0,cat_4,,0,cat_5,1,1
2777ce73ca55c8,0.005781081651474729,,1.1306584715374028,2,cat_2,cat_4,0,cat_3,0,0
27da18eabc731d,3.7534219163643154,,2.0110532803885595,1,cat_2,cat_7,0,cat_1,6,1
282b3851ed5cd1,-7.233454007261413,cat_5,-0.009531323027314631,3,cat_0,cat_7,0,cat_5,3,0
288ff8418af39b,-1.3643303775959317,cat_0,-0.7558067383614102,1,cat_6,cat_1,1,cat_1,1,1
296e2d9d85f48a,-0.7787434701540186,,0.13834217824209494,1,cat_6,cat_4,1,cat_1,1,1
298f2da58656cb,-2.4608016050583967,cat_0,2.4193693642426686,2,cat_0,cat_6,0,cat_6,0,0
2b6600f02a53d6,-1.328848297805505,cat_0,1.825335911047958,0,cat_0,cat_3,0,cat_0,0,1
2b89da8c49c823,4.2400438276273755,cat_6,,2,cat_4,cat_4,1,cat_6,,0
2bec1865b2aa72,1.8136872956369352,cat_2,2.3994170722904036,1,cat_4,cat_7,0,cat_6,6,1
2ca2ac4c3ff3f8,-2.6991016602876883,,1.3309889011438758,,cat_3,cat_0,0,cat_0,0,0
2cb72174657c66,0.27862915682836675,,,0,cat_5,cat_0,1,cat_1,0,0
2d9496eeb90ef3,3.1036455548745305,,-1.2150452771341396,0,cat_1,cat_1,0,cat_3,,1
2dc6eb9bbe31ba,-3.5944986051203864,cat_0,1.8220479279084316,0,cat_5,cat_0,2,cat_5,0,0
2df57acc09a003,2.842400613922865,cat_6,1.2342666658702166,0,cat_5,cat_0,1,cat_6,0,0
2ea09ed048f0a3,2.510776701008024,,0.6665398381154487,,cat_2,cat_5,0,cat_3,,1
2ece0bbb4a4e04,0.2627653487649355,cat_6,0.7339222937082668,0,cat_1,cat_1,0,cat_4,,0
2ee587c520abe4,-0.1257937230109929,cat_0,0.07588099257587866,,cat_0,cat_7,0,cat_1,0,0
2f026f02a84346,-0.15972217365986063,cat_3,,,cat_5,cat_4,3,cat_3,1,1
2f2b4537986b4f,2.6336223056941988,,-0.29855763140434455,,cat_5,,1,cat_3,0,1
2f8e9141892429,0.15316275929201628,,0.6232465425375806,1,cat_0,cat_1,0,cat_5,2,0
30387c8ed2b320,0.13712302595041415,,1.0723034876281543,0,cat_0,cat_5,0,cat_0,2,0
31d0740193aeb2,-5.143787573705488,cat_4,0.6967341484725178,0,cat_1,cat_7,1,cat_3,0,1
31f281fc932e6b,5.01689407358988,,,0,cat_0,,0,cat_0,2,0
325060e59fa036,0.7157176467894835,cat_0,0.6710955245686742,,cat_6,cat_6,0,cat_5,3,0
3293d310dec06b,-0.9064305457577769,,-1.3274091015865188,0,cat_2,,0,cat_6,0,0
337397cb8deff2,0.11050056651202089,cat_5,-0.4270919575837687,1,cat_0,cat_7,0,cat_4,1,0
338c2f571f3fac,0.21608469272914022,cat_5,,1,cat_5,cat_6,0,cat_4,,1
33e1515f817400,2.6248979082668846,,-2.8240729158325095,2,cat_3,cat_4,0,cat_3,0,0
34d18b48be4e70,0.6027669742061548,cat_4,1.2299840526943155,3,cat_4,cat_7,2,cat_6,0,0
34db3697e0ddc0,1.5077980882639217,cat_0,2.0365392315136552,0,cat_6,cat_4,0,cat_0,0,1
35daec5f547956,-4.93857930124692,,,0,cat_2,cat_1,2,cat_1,1,1
365a67d695813f,-0.5792267070999578,cat_6,-0.21263278000115904,,cat_4,cat_6,0,cat_4,3,1
36b6e435a7c8c5,2.4066469348639807,,-0.8100237018547415,0,cat_6,cat_7,1,cat_4,0,1
36f02fb63617c3,1.5802616174877393,cat_2,1.113381624483744,3,cat_3,,0,cat_6,1,1
371ca19b503738,-0.4060342396822587,cat_6,0.3061109054382408,,cat_4,cat_3,1,cat_1,0,0
382ce64194b4c2,-0.25972249503701894,cat_4,0.27954437199436316,0,cat_4,cat_7,0,cat_3,2,0
38ba1e8b289d0e,-1.1650740162272508,,0.4323235818712648,0,cat_3,cat_1,1,cat_0,0,0
38edcdc3263b39,5.042658417896124,cat_2,0.554398239406837,2,cat_2,cat_7,0,cat_3,0,1
390fbabdba9541,0.3050817599603106,cat_0,0.6507582721981577,,cat_1,cat_7,0,cat_1,1,1
39163914115e14,-1.5241443233071412,cat_3,0.5768705515644196,,cat_1,cat_2,0,cat_4,4,0
395d3038a7e0b8,0.5347157500570134,cat_5,-2.3360367551242063,,cat_5,,4,cat_3,0,1
39dd1e2459e9f0,3.2321014426169823,cat_2,0.37805961075631117,1,cat_3,cat_6,1,cat_3,,1
3a02fdcb78e208,-1.0475412969700777,cat_0,1.0477957344457292,1,cat_5,cat_4,3,cat_3,0,1
3a2c905018b17f,1.8122288353423452,cat_2,0.643409961195385,0,cat_5,cat_6,0,cat_2,0,1
3a8eafeded4f34,-2.5932321878640385,,0.46128224855230826,,cat_4,cat_4,1,cat_5,0,0
3aff075a6d473c,-2.1054942244233064,,-0.5786761831252981,0,cat_3,cat_1,0,cat_0,0,0
3e1e2061089dbb,2.5114601913768673,cat_1,0.8174292750005047,,cat_5,cat_5,1,cat_0,0,0
3f401161da1ae9,-4.99760560835043,,-2.284149848856934,2,cat_2,cat_1,0,cat_5,3,1
3f61e25bf07e49,-4.318321019976205,,,1,cat_5,cat_3,2,cat_0,0,0
3f89cbe7d82e66,3.228337088744426,cat_1,1.3931518501465685,,cat_1,cat_6,0,cat_3,0,1
3fc7dbea9af3b1,2.6088988935485,cat_1,-0.35280081293277143,1,cat_1,,1,cat_3,0,0
40098409c822a1,-1.8479522272527777,cat_1,-0.3173401869962501,2,cat_3,cat_7,0,cat_3,0,0
4058249bcb268e,5.675553746011429,cat_1,1.2238218922587232,,cat_0,,0,cat_4,0,0
4066508c37a960,4.675849646837283,,-0.6168485399424183,0,cat_6,cat_1,0,,,1
40f0a6f4ec52d2,-2.0753033973659374,cat_1,1.672090420749874,0,cat_0,,1,cat_6,,0
413c292f7bd158,2.138624845644378,,1.2210395797493443,3,cat_5,cat_2,1,cat_4,0,0
41881e218fd272,-1.6574617530634823,cat_5,,2,cat_3,cat_3,0,cat_5,0,1
42821aee26e1a4,-0.8905903453128632,cat_4,0.31055817477450676,0,cat_6,cat_7,0,cat_0,0,1
42ab7a8c9f9e15,-6.293929502217978,cat_4,0.15178257781488574,,cat_6,cat_4,0,cat_2,1,1
4315a8cadd8572,-3.054602842761902,cat_1,,1,cat_6,,2,cat_6,,0
43394bde57a00f,0.9334478138567884,cat_2,0.2820064556014663,,cat_4,cat_7,0,cat_6,3,1
434989eba78342,-2.1998561268582417,,-0.8571630635471954,,cat_0,cat_7,1,cat_6,1,0
436aabb41ecea6,0.41275886041662924,,-2.7981120668716857,0,cat_0,cat_0,0,,,1
442b6a64204520,-0.2794257157568218,cat_1,-0.2782821079141212,,,,0,,,0
458841680243e4,1.0176695554031125,,-0.55275737088599,2,cat_2,cat_6,1,cat_2,0,1
460cfcc37749c7,1.5226576903797506,,-0.6537816942540862,0,cat_6,cat_4,0,cat_0,4,0
4615bcddb7d160,-3.6444632705326407,,-0.43399104182704107,0,cat_4,cat_6,0,cat_2,,0
46238203c4d67c,0.7808256983028778,cat_4,1.3909632322314764,0,cat_4,,0,,0,1
46e5f4f60ea079,3.2175284131388513,,0.5797074782580276,2,cat_2,cat_6,0,cat_5,0,0
483681251a50f6,0.8891737133314193,cat_1,-0.012924320894006136,0,cat_4,,0,cat_0,1,0
484008aa41d3c6,2.708736776129098,cat_2,0.6537795653410419,0,cat_3,cat_1,0,cat_3,0,1
48b1da6627015d,-1.9878537528435227,cat_5,-0.2080788618027346,,cat_5,cat_3,2,cat_3,1,1
493c7b5c5d4447,1.1872389951968154,cat_3,-2.3156835382732845,,cat_0,cat_3,0,,,1
494d943ddc92b5,-1.2943827196850135,,0.4301699180790615,1,cat_3,,0,cat_6,0,1
4ae97d90c0cbdb,-3.366962823112235,cat_6,0.32831215320492,1,cat_6,cat_1,0,cat_6,0,1
4b9426e3b370ec,0.14300419363587424,,-0.06678969532205725,0,cat_6,cat_0,0,cat_0,5,0
4b9db5e45b77bb,-2.3906796677755295,cat_4,0.11884229449556893,,cat_6,cat_2,2,cat_4,0,0
4c760ea477aec0,0.031998936586769555,,0.5296336832948441,1,cat_1,cat_2,0,cat_6,0,1
4cc0677d72c105,-2.140383382469647,cat_5,1.2846871028155873,1,cat_3,cat_5,0,cat_6,3,0
4cdca6642dfb1d,4.093475487618559,,1.3736556400468554,,cat_6,cat_7,0,cat_6,1,0
4d40a9a601833c,0.27075594926330004,cat_3,-1.8133453853982013,,cat_5,cat_2,0,cat_0,0,0
4da101be23ad10,3.0464832796111363,,1.2673422151199105,0,cat_6,cat_7,0,cat_3,5,1
4dc10773f63006,1.9106637119055971,,1.4132988285513113,,cat_4,,0,cat_0,,0
4ebc3ccf4bc549,-0.4374404032903014,cat_0,0.1678291280820634,4,cat_6,cat_0,0,,0,1
4f1302e04bd54a,-1.6523941864076914,cat_4,-0.09568428229750148,0,cat_6,cat_6,1,,4,0
4f8f0904413495,-1.7247195360388228,cat_4,-1.1647915152314579,0,cat_2,,0,cat_0,7,0
4fe44ff4f3e8b4,-1.4533263024489464,,,,cat_6,cat_5,0,cat_3,4,0
5099e906f253ae,7.7843787698877165,cat_2,,0,cat_2,,,cat_0,,1
50afdbd8193bfa,5.139605338994424,cat_6,0.5964647382799039,0,cat_2,,2,cat_3,0,1
510abee80baead,0.8027514624526244,cat_3,-1.1049876439909192,,cat_1,cat_2,1,cat_3,1,1
511a9f93f9e1a6,1.9919194684876709,cat_3,-2.20790392192568,,cat_4,,2,cat_3,,1
52548625064b6a,1.5003930937615673,,0.5488242209208449,0,,cat_6,0,cat_2,0,1
52cb3efba3f0c1,-1.4588524124090627,cat_1,-1.0628517839713605,0,cat_6,cat_2,1,cat_2,1,0
538c1e9ca15cb0,-4.371684154140504,,0.8444701295469046,1,,cat_6,0,cat_3,2,1
539d79d2631b0b,-1.9088246579627532,,-1.9996069691976088,0,cat_2,cat_7,0,cat_0,7,1
53a6adbbb12e26,-0.8292912279380793,,0.5747456484036588,1,cat_1,cat_2,1,,0,0
53d4c7a035f310,-3.53580213184846,cat_2,-0.10097281730350216,2,cat_0,cat_7,0,cat_5,0,0
545def02d0f75e,-0.7686750987928357,cat_1,-1.1966818301313162,,cat_4,,1,cat_2,1,0
54e8177ea0447c,-0.4620054061792905,cat_5,0.5042727648247552,0,cat_4,,0,cat_4,2,0
550e1919db433d,-2.546642519384197,,1.072029528654364,2,cat_2,cat_7,0,cat_6,0,0
55cfea8a709c3d,-0.259221215506348,cat_3,-0.35168182041264284,,cat_5,cat_0,0,cat_1,2,0
56c7e4d1ee915b,2.8136197331099853,cat_0,1.6098151109083414,0,cat_6,cat_2,1,cat_1,0,0
56ca7cbe84a7f9,-0.34727258310850895,cat_6,-0.8217973235062762,,cat_0,,0,cat_0,0,0
581e99ae93b93e,-0.12949768603125922,,-1.901339912706466,1,cat_1,cat_6,1,cat_3,0,1
591d85bf493348,5.292419939188253,cat_3,-1.1463029468106678,,cat_0,,0,cat_0,0,0
59422cc43303c3,-0.21089360405387664,cat_1,-0.6803695073143337,0,cat_4,,0,cat_0,2,1
594a6068f0cee9,0.5873456816821229,cat_1,-1.184269815026365,,cat_2,cat_0,0,cat_0,4,0
59bf65112d2bcf,5.574275527846375,cat_3,-0.23293347020945804,0,cat_1,cat_4,0,cat_3,,0
59ed48ebb72409,-1.8402324220153818,,1.084607095517988,0,cat_5,,0,cat_0,3,0
5a8026eea1947a,0.46544124058562214,cat_2,1.3918281528480188,2,cat_1,,1,cat_5,0,0
5b0c559b747074,-2.485483796895661,,0.6527998467803553,,cat_2,cat_1,0,cat_5,4,1
5b379e02587e1b,-3.9528074774047246,cat_3,-3.082692636065408,1,cat_3,cat_6,0,cat_2,0,1
5b844bb02d58df,2.8636757788273175,cat_2,0.351547439384707,1,cat_5,,0,cat_6,0,0
5b8b1224e45814,2.098010692536513,,-0.4934269502351984,,cat_3,,0,cat_6,,0
5b90f35c09ccf4,2.274177406975717,cat_2,-0.011283486899815731,0,cat_0,cat_2,0,cat_3,0,1
5ba0bf9b336666,4.44771660119687,cat_1,-1.129000209987114,1,cat_3,cat_7,0,cat_3,3,1
5c937d38dcc660,2.274519618498405,cat_1,0.24701022778274195,,cat_1,cat_4,1,cat_5,0,0
5dcaf6ec2d0e8f,1.7992515045082902,,,2,cat_1,cat_0,1,cat_3,0,0
5dfb08eadfd2c3,1.8593186948828142,,-0.722087033371247,1,cat_6,cat_1,0,cat_2,0,0
5e099818a5b24e,0.7111459045267148,,-1.2762236087164012,1,cat_0,cat_2,1,cat_6,,1
5e79d991e2a7d5,-1.4948846773017772,cat_6,0.06692062238396457,1,cat_4,cat_7,1,cat_3,1,1
60474f6ba3812d,3.1347235681715855,cat_0,1.0512393619952674,,cat_6,cat_5,0,cat_4,0,1
6049c613b5f59b,-0.9230535360391934,,-0.1701803767335366,,cat_5,,0,,,1
60c9ae13ef8dde,-0.8779980544984288,cat_2,1.1609659631674947,,cat_2,cat_0,0,,6,1
60e027f86136f7,5.142141532662389,cat_4,0.5819528893837307,1,cat_4,cat_0,0,cat_4,0,0
6255c342bbb360,0.9152430159551815,cat_3,-0.8876769011808038,3,cat_0,,0,cat_4,2,1
627446eabeaded,-1.9489231762126074,cat_4,0.9573263284517081,,cat_2,cat_3,0,cat_0,1,0
62b22327d03fb9,0.0640737300018368,cat_2,0.616705912295298,,cat_0,cat_5,0,cat_0,,0
62f82c25444de8,0.4172814698288466,cat_3,-0.37291126718937545,3,cat_6,cat_3,0,cat_2,,0
631b4f07815731,-3.899679511060073,,1.0126076297639874,2,cat_3,cat_1,0,cat_5,0,0
665f72cfd360af,0.9142679214362761,cat_1,,4,,cat_5,2,cat_6,0,1
66db712ff27d73,-2.1883252782064724,cat_5,0.582200301938552,,cat_0,cat_0,0,cat_3,1,0
6739a2795e2f94,-2.934207134105499,,-0.11316852459427243,2,cat_3,cat_6,0,cat_5,1,0
677aec5ebe5a03,0.00529436513690329,cat_3,,0,cat_4,,1,cat_0,0,0
67f01ceb378367,2.2883449001439358,cat_1,-0.1378282698272595,1,cat_4,cat_5,0,cat_4,0,0
6875e4e1801137,4.225507154966861,,-1.3972606951953632,0,cat_4,,0,cat_6,6,1
6ad877ea847cdd,-2.5366831651477684,,,,,cat_2,1,cat_6,0,1
6af47d959f8379,-0.6114163509759023,cat_4,1.9681146505919815,2,cat_2,cat_3,0,cat_1,0,0
6affb57afb5cc0,6.752066107591082,,,1,cat_2,cat_7,1,,,1
6b3b23e70241db,-1.2292610361922809,cat_5,0.027382758050217615,0,cat_5,cat_7,1,cat_0,0,1
6ba49c942ceff6,1.9264937645771854,cat_4,0.9678119620752157,2,cat_6,cat_0,0,cat_3,0,1
6d11c675a3a17e,-1.2438474887034503,cat_1,-0.572024507869891,,cat_2,cat_4,0,cat_4,0,1
6d9798652f8cad,2.9545335845127747,cat_6,0.5267284088012031,0,cat_2,cat_7,0,cat_4,1,0
6e4b89403bf5b3,-3.395317774355867,,0.7187534531986008,,cat_2,cat_0,0,cat_1,0,0
6edff890f7a196,-1.2649796938454632,,2.355754786227926,,cat_0,cat_3,2,cat_5,0,0
6ee61ce1a00063,-0.9654759831129699,,,0,cat_5,cat_3,1,cat_2,1,0
7002b5180858e7,2.0107200510890415,cat_0,0.2718306074386418,,cat_0,cat_1,1,cat_2,1,0
70b9bb6202b528,-3.292001606759804,cat_5,0.9405820300352539,,cat_4,,1,cat_1,2,0
712ddb9cad1dd5,1.38248719430795,cat_6,-0.1409785099916369,2,cat_2,cat_1,0,cat_4,2,1
71aceaa2362cbb,-1.0161318565992028,cat_1,1.3661731331337825,1,cat_4,cat_0,2,cat_0,0,0
71f7bfab9f9436,1.5991570027271085,,0.3175530434750393,0,cat_2,,0,cat_6,1,1
71ff08b2dd58a6,-2.3318979628036938,cat_0,0.3072294356221583,2,cat_4,cat_5,0,cat_6,3,1
7215b9df2ad5dd,1.8196217088580489,,0.0908009842629302,0,cat_2,cat_7,1,cat_2,0,1
72c173eb1d1d0b,-2.2528145349156667,,-0.041999863349408445,,cat_3,,0,,4,0
73656d05393dbd,-0.7209134248388052,,-1.1036253289844105,,cat_6,cat_3,0,cat_0,,1
7409b8552cadd2,-0.30110553597718315,cat_1,0.028089470252742443,,cat_5,cat_6,0,cat_4,0,1
74d82bcfdbd99d,0.8598359370368225,,0.13639485213790004,1,cat_2,,0,cat_6,,1
7541f44afd733e,2.611097691131077,,1.9406389173114986,5,cat_0,cat_3,0,cat_6,2,1
75d7657ccc3662,7.569898497147502,cat_1,0.24963974152718116,,cat_4,cat_5,0,cat_6,0,0
76097903b2e99f,1.0175547099883782,cat_6,-0.7586067361563547,0,cat_5,cat_4,0,cat_0,3,1
760e195338c518,7.31825717127259,,,0,cat_0,cat_6,1,cat_2,0,0
774513f62bc5aa,-0.8476836039169922,cat_5,-0.3687369399822988,1,cat_2,cat_6,0,cat_3,,0
77da69fa95f682,-0.3249985127789061,cat_4,1.7254056585643918,,cat_0,cat_7,0,cat_5,2,0
780e4f402b2295,-0.2766077276012936,cat_5,0.35915238546574557,1,cat_3,cat_7,0,cat_1,,1
7839a871902149,-1.2112586652134247,,1.6602747576631833,3,cat_0,cat_1,0,cat_6,,0
787c9310a6c5e1,-1.843981699966076,,2.195179977199774,,cat_2,cat_6,1,cat_3,0,1
78a00f5eadf210,-3.3935776846874703,,-0.3101233552129654,,cat_1,cat_3,0,cat_3,0,1
796b3ff16d897e,-0.1947607390068702,cat_2,1.5375247800603256,1,cat_6,cat_4,0,cat_3,5,1
79e7b583e6f0e2,1.7132860558319067,cat_4,,1,cat_1,cat_7,0,cat_1,0,1
7a122a882f50ca,-1.858427939007595,cat_0,,0,cat_6,cat_0,1,cat_0,0,0
7a74a4e0ae63fd,-4.643707988300271,cat_1,-0.16247706306205978,0,cat_2,cat_2,1,,,0
7b74462f531314,-1.8249017428827845,cat_0,1.7164674605553158,,cat_4,cat_2,0,cat_1,0,0
7b870183c5495a,-1.2273460612567715,,0.6105638411361917,,cat_4,cat_2,1,cat_2,0,0
7c18781195e743,-2.043410467705274,cat_1,0.435786035433637,,cat_5,cat_5,,cat_3,0,1
7d311fca4d3791,-3.4334632515118786,,0.8432409640323008,5,cat_3,cat_5,0,cat_4,0,0
7e8a9987e238c5,0.9900914358803896,cat_5,-0.6990385921663789,0,cat_1,,0,cat_5,0,0
7ec7bcec233c48,-0.4262703806989204,,0.9105333531177173,,cat_6,cat_2,0,cat_4,1,0
7f2b660d288792,0.6976910516617427,,0.6136483632259546,,cat_4,cat_5,0,cat_0,0,0
7f4225bfcf8d4b,2.1313510890530543,cat_5,2.165486322620353,0,cat_4,,0,cat_3,2,1
7f5d1962f4b922,1.8359560167930982,,0.3757614285154257,0,cat_5,cat_4,0,cat_6,2,0
7fa78e3d17686c,1.4670942505115423,cat_2,1.4299049734132305,,cat_2,cat_6,0,cat_3,6,0
802d516fb0ad82,-1.6222446591238704,cat_5,2.5116260667203685,2,cat_6,cat_0,0,cat_5,,0
805a4c2eea14e2,2.1632963455265455,,1.3575857427785234,0,cat_4,cat_3,,cat_1,1,1
80b8d8ce09a6f2,-2.885284809298487,,-0.6256611271222987,0,cat_4,,0,cat_3,4,0
811c1a70432493,-2.670758364037774,cat_1,-0.24432607177675783,,cat_0,cat_2,0,cat_4,1,0
8237a180a73cac,-1.3060783689897462,cat_3,-0.41731580970990445,1,cat_5,cat_7,1,cat_6,1,1
