row_id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
02b70984a5ec084,0,cat_3,0,12,cat_1,cat_0,cat_1,-0.8860051136556188,,cat_6,0.006394704255336576,5,2.2432921251124327,16,12,ord_3,cat_2,0,0
02d3044271d047b,1,cat_0,,31,cat_1,cat_0,cat_3,0.29965864025982464,0,cat_5,-0.03274556620358986,14,-2.1350445331383714,1,5,ord_0,,0,0
02d81d8c6b3e8c6,2,cat_4,0,33,cat_1,cat_0,cat_0,1.6363068638615124,,cat_2,0.2520300088419931,11,-1.703664056555326,2,8,ord_2,,0,0
02ec9df6264073e,0,cat_3,,21,cat_1,cat_0,cat_1,-1.4387839115011223,,,0.0079180553273118,4,-0.6301848082639383,26,,ord_2,cat_2,0,0
02ef7dc7bdc23be,1,cat_4,,132,cat_1,cat_0,,-0.0822506263684164,30,cat_3,0.0930912749500386,5,4.0378377028095995,2,10,ord_2,,0,0
030912b4bb7ec87,0,cat_0,,23,cat_1,,,-0.3995601926333555,,cat_5,0.3168895987389044,5,-2.7573502219694856,15,8,ord_3,cat_1,0,0
0328718e88fae36,0,cat_2,0,30,cat_0,cat_0,,-0.48529174763885863,,cat_3,0.25210705725961313,12,-0.31237881199995576,0,0,ord_0,cat_1,0,1
03289efc364263f,1,cat_1,0,19,cat_1,cat_0,cat_3,0.5844518176983292,0,cat_6,0.15504245771428585,10,-0.34388412790685413,6,11,ord_0,cat_0,0,0
035f6c0e506f3ef,1,cat_0,0,13,cat_1,cat_0,cat_0,0.8161329185119245,,cat_6,0.041060979459075504,16,-0.6378644093818718,6,8,ord_0,,0,0
0364e3c3cc37b87,2,cat_1,0,39,cat_0,cat_0,cat_3,0.3327112340882425,,cat_0,0.35719678801418303,7,1.6550521456952798,0,9,ord_0,cat_1,0,0
03dc21f845c9ca2,0,cat_0,13,13,cat_0,,cat_2,0.9497422398531417,,cat_3,0.138615740253186,11,-3.969102928066754,0,1,ord_2,,0,1
03e5b78d1f4d39c,0,cat_4,9,135,cat_1,cat_0,,-2.9406576647143714,0,,0.13290347883618622,14,1.8537832667263079,3,6,ord_0,,0,0
03e62962f443c1d,0,cat_2,27,27,cat_2,cat_0,cat_1,-1.4390801028489528,161,cat_6,0.1431463404402893,10,-0.06506259147507779,2,0,ord_2,cat_0,0,0
03ec15a6366ad62,0,cat_0,0,9,cat_0,cat_0,cat_1,-3.914724789745515,7,cat_5,-0.16823678556111332,16,0.0049791823545590344,5,4,ord_2,cat_2,0,0
0428fb01233c4d4,1,cat_2,,26,cat_2,cat_1,,1.2520806843053038,2,cat_5,0.33029739939190733,21,-0.46060919045241383,0,4,ord_5,cat_0,0,0
042ecb71ea7b19e,0,cat_3,0,47,cat_0,cat_1,cat_2,-1.3310428046208924,0,,-0.05992644849106266,21,2.4097159077254635,5,5,ord_3,,0,1
04392930a50307c,0,cat_3,15,145,cat_1,cat_1,,2.7212036614879436,,cat_5,0.47793065915779903,12,-1.6325653676566372,0,5,ord_2,,0,1
044799a209774a1,0,cat_2,0,37,cat_2,cat_1,cat_0,0.6128116910372732,,cat_3,0.2230053143523877,22,-1.5457544769526685,7,2,ord_2,cat_2,1,1
0453b0e980c8625,0,cat_1,58,45,cat_1,,,2.929862868821412,,cat_5,0.3746629167275383,7,1.8961232501059784,139,11,ord_3,cat_1,23,0
0476ef5a2a382f5,0,,,48,cat_1,cat_1,,-0.5470336790203595,10,cat_0,0.15040198335740246,10,-1.4607371741949438,0,7,ord_5,cat_2,0,1
0495248bd41bf75,0,cat_0,12,9,cat_0,cat_1,cat_1,-1.5304809030311934,,cat_5,0.007882643773487609,12,1.8381490354473595,4,,ord_2,cat_2,1,1
04962bbd11d0f56,0,cat_0,21,49,cat_0,cat_0,cat_2,-2.294390448561356,0,cat_3,-0.04661213497847065,3,2.4834582816846633,25,,ord_3,cat_0,1,1
04a42530a0f4b24,1,cat_3,0,23,cat_2,cat_1,cat_3,1.9021709067192338,,cat_2,0.19171662671808867,17,-3.6992571063931674,2,5,ord_3,cat_2,0,0
04ab2a9b7dc0308,0,cat_3,0,52,cat_2,cat_0,,2.89708040343135,,cat_5,0.2340364995941912,4,1.0948242311054317,0,,ord_5,cat_2,0,1
04c50630e68d581,0,cat_2,3,13,cat_1,cat_0,cat_0,3.7991356476091562,8,cat_2,0.3233602411945595,10,-2.556722961474714,2,4,ord_2,,0,0
04d39609fb2953f,0,cat_2,0,56,cat_2,cat_1,,-1.241589882866685,61,cat_5,0.08998187534295307,4,0.8874865134488293,23,8,ord_2,,0,0
04d50381f598741,0,cat_1,,12,cat_0,cat_0,,-4.701331055442159,14,cat_0,-0.08297201186336697,10,-1.472446693494703,1,4,ord_1,cat_0,1,0
04db18b51ec0213,0,,0,34,cat_1,cat_0,,-5.489885658005122,,cat_2,-0.07275466213870645,2,-1.0973961951700633,17,17,ord_2,cat_0,0,0
04ea8b5fc674e69,0,cat_2,0,33,cat_2,cat_0,cat_3,0.9886079276050947,0,cat_6,0.28196506728413884,12,0.5544046429569797,0,6,ord_0,cat_2,0,1
04f61b9488eb645,0,cat_0,68,52,cat_1,cat_1,cat_1,-0.8548288011259263,79,cat_0,0.10241732353666502,13,-0.5926048163054028,33,,ord_3,cat_2,11,1
04fd14757f73453,0,cat_0,6,13,cat_2,cat_0,cat_3,5.366677934748527,29,cat_0,0.1842866402669375,13,1.8464668564249853,0,4,ord_3,cat_2,2,1
04feef2a5e9b4f3,0,cat_1,0,12,cat_1,cat_0,,-2.6166762193521524,0,cat_6,-0.10654953321132643,11,3.589948982969609,27,8,ord_2,cat_2,0,0
0527208bf82d28d,0,cat_0,,23,cat_0,cat_0,cat_2,1.1224670277187272,13,cat_2,0.2520704069042158,21,-2.5055941965718582,0,1,ord_2,cat_0,0,1
053aa23d6d55ef3,0,cat_0,,42,cat_2,cat_0,,-1.7298784184013192,,cat_2,0.04632413574206447,13,-2.220205415049541,18,6,ord_2,cat_1,0,0
054385817c93c7a,1,,0,54,cat_1,cat_1,,1.0064651194805203,,cat_5,0.26319446039413885,14,-2.1436910412469152,3,3,ord_5,cat_2,0,1
05580cb4d194332,0,cat_1,29,49,cat_0,cat_1,,-1.630468571335149,,cat_1,0.23970905653728755,15,2.6423917602636053,11,0,ord_3,cat_0,0,1
056ee148b138966,0,cat_1,0,58,cat_2,cat_1,,-1.1094451376885461,,cat_0,-0.04656710857044691,20,3.8407412360343396,0,6,ord_2,,1,0
057a380a19d9bbd,0,cat_1,0,54,cat_2,cat_0,,-0.036603674493791,46,cat_0,0.13045623249584704,14,1.3803637023441022,1,4,ord_2,cat_0,2,1
0594e81d7f7d7ef,0,cat_1,24,18,cat_1,cat_1,cat_0,0.5376690751147355,10,cat_3,0.399965830834142,7,1.6917790999372981,109,7,ord_3,cat_2,6,0
05a2f56d285863b,1,cat_2,0,9,cat_0,cat_0,cat_2,1.118449113607324,0,cat_0,0.19789088222890455,8,-3.2899662742234677,2,11,ord_1,,0,1
05ad1b358cf204b,0,,,38,cat_1,cat_0,cat_0,0.7383218350999243,18,cat_4,0.24096430780763547,8,-0.40042619471904833,22,8,ord_2,cat_1,0,0
062af662473b789,0,cat_1,,15,cat_1,cat_1,,2.5775570003016464,,cat_0,0.35998923218426016,13,3.6125689732830706,1,4,ord_2,cat_0,0,0
062ec177039d630,0,cat_3,0,17,cat_0,cat_1,cat_2,-0.9261051713707451,,cat_4,0.08465182298475821,6,1.6045014337068895,0,8,ord_2,cat_1,1,0
063bb440aa98ae3,0,cat_1,0,56,cat_0,,cat_0,-0.6786197483622051,,cat_6,0.11885615914654524,14,2.624862375419818,4,4,ord_3,cat_2,0,1
065172373b33529,0,cat_2,0,19,cat_0,cat_0,,0.7598895799403166,8,cat_0,0.34841923201736735,19,-1.0638248990165884,0,4,ord_0,cat_0,20,1
06555be0bd4de8a,0,cat_1,,82,cat_1,cat_1,,3.075077551544034,55,cat_0,0.4613658251021823,8,0.6255906199137905,50,5,ord_2,cat_0,23,1
06581268ee81f66,0,cat_2,,13,cat_1,cat_0,cat_0,-1.9976055140269433,,cat_3,0.27921817526342413,0,4.924328827945743,13,,ord_3,cat_1,0,0
0662be225533642,0,cat_3,0,12,cat_2,cat_1,cat_1,-5.102206168422452,,cat_2,-0.11815905566525935,26,5.514185467314605,16,0,ord_3,,0,0
0667a4590588b1e,0,cat_0,0,14,cat_1,cat_1,cat_1,-2.3075381980492855,,cat_5,0.05024583087528034,18,-0.11550314134001163,3,2,ord_5,cat_1,0,0
06696d629b642e1,0,cat_4,0,38,cat_0,cat_0,,1.2516243992068221,,cat_2,0.18071962807076872,15,1.5165590518909158,2,7,ord_2,cat_0,0,1
0678f05bf1ea5be,0,cat_1,0,32,cat_0,cat_0,cat_3,-2.6789619422172697,,cat_4,-0.14849623089014674,19,-2.9433011511797824,3,4,ord_2,cat_2,0,1
0694cd0e63e03fc,0,cat_1,0,33,cat_1,cat_0,,-1.6444318709980508,0,cat_1,-0.08856269574934628,5,0.89744607817822,27,,ord_1,,0,0
069a0eb0c408310,0,cat_1,,7,cat_1,cat_0,cat_3,2.007261433854716,0,cat_1,0.22146325349848653,21,2.5897562511507086,1,0,ord_1,cat_1,0,1
069fd568d4295c2,0,cat_2,29,59,cat_1,cat_1,cat_2,1.7618594308840216,8,cat_2,0.6835397878634111,17,-4.215343681558951,0,1,ord_5,,0,1
06c8d8224b1025d,1,cat_2,2,30,cat_2,cat_0,,0.4334214878175322,106,cat_4,0.285868171008615,14,-0.2925971743562588,0,3,ord_0,,0,0
06c9661c5809f75,0,cat_2,6,0,cat_2,,,-2.9515476021306304,,cat_2,0.1538896080159636,2,1.588586223027856,35,12,ord_3,,0,0
06e3d67295a3fac,0,cat_4,24,63,cat_1,cat_1,,2.8001814352167647,,cat_1,0.3608026531220873,21,-0.6108113438846936,2,4,ord_5,,0,1
0706aa6186bcb69,0,cat_1,0,8,cat_0,cat_0,,-0.6558467020414087,,cat_6,0.2579856786824699,6,1.7383975171318966,1,10,ord_5,cat_0,0,0
0708cb65e22ef72,0,cat_0,0,11,cat_2,cat_1,cat_3,-1.2649398698503649,,cat_0,-0.035500458917179144,13,-0.20928823952761555,0,2,ord_3,cat_0,0,1
072502f1855c03f,0,cat_1,0,142,cat_0,,cat_3,-0.7670028693043304,,cat_2,0.19058424494335163,10,-2.3251954915397532,0,3,ord_1,,0,1
072732c333ef2a6,0,cat_4,,15,cat_0,cat_1,,-1.1821527812972812,0,cat_5,-0.11603725777297384,20,1.9589415298204242,8,2,ord_2,,0,1
072941a583ad60e,0,cat_2,0,25,cat_0,cat_1,,-0.3942482269927582,0,cat_1,0.1934488746147845,4,1.2514639000987504,28,10,ord_2,cat_1,0,0
073558599a647e2,0,cat_1,58,37,cat_1,cat_1,cat_0,-1.4858701955714524,,cat_6,0.1413485439637564,14,3.0741692494096977,18,5,ord_2,cat_0,0,1
074ff1fe537cbfe,1,cat_2,7,76,cat_2,cat_1,,1.130642579825998,0,cat_3,0.402440954093347,15,-4.333070938221868,0,4,ord_2,,8,1
0754196e8161e5c,0,cat_3,,16,cat_2,,cat_2,-0.17744858607908298,,,0.40335426768928917,11,-0.18107952016117435,2,9,ord_5,,0,1
076e1adfa5d231b,0,cat_4,0,37,cat_1,,,-1.98155970940464,15,cat_2,0.10040611852782269,14,1.4316509862859532,0,3,ord_5,cat_1,0,1
078777213fc5706,0,cat_1,0,55,cat_2,cat_0,cat_3,-0.07820064042895936,,cat_0,0.22210019993028268,6,2.050427066981732,2,,ord_4,cat_1,0,1
078bf3b45c9de8a,0,cat_4,0,15,cat_1,cat_1,,-1.2990032122074449,,cat_2,-0.10026773026671619,20,-2.2897663113608218,32,0,ord_3,,1,0
078d6b32b59abf1,0,,0,20,cat_1,cat_1,cat_3,2.19003795473337,,cat_1,0.07512965121697163,4,5.1876064547324505,0,9,ord_1,,0,0
0791a1687caab78,0,cat_1,0,16,cat_1,cat_1,,-2.831047026385822,7,cat_5,-0.18481878977944288,11,-3.1313012854995206,3,3,ord_3,,1,0
07acbdf0d35ec9e,0,cat_0,0,10,cat_0,cat_0,cat_3,-1.0576946428981118,,cat_3,-0.3103404222763291,10,-1.3680236057113986,1,8,ord_1,cat_2,0,1
07dd2f5f5b4b632,1,cat_2,24,55,cat_1,cat_1,cat_3,-0.04815454161830546,,cat_6,0.2321153145257625,16,-2.3049297492850296,7,5,ord_1,cat_1,0,0
07dea714fbcda2d,1,cat_1,0,8,cat_2,,cat_2,0.39998532113685725,0,cat_6,0.24040863402852933,5,-1.1836898175195758,0,9,ord_3,cat_0,0,0
07e491c1c95e096,0,cat_1,0,36,cat_1,cat_1,cat_3,1.011876772091308,0,cat_4,0.23343177980911192,6,-3.0068140062205835,21,8,ord_3,,0,0
0804f733fda5486,0,,26,21,cat_1,cat_1,,-2.629747961813518,31,cat_4,0.1300460990488354,7,-1.8965876627926221,21,8,ord_3,,1,0
08091bd32a5b537,0,cat_0,0,18,cat_2,cat_1,cat_1,-3.6514743319306717,27,,-0.22528312328799585,19,3.3326018663757004,1,1,ord_2,,0,0
0812b4a4abdc92b,0,cat_1,,34,cat_0,cat_1,cat_2,-2.8470795834470355,,cat_4,-0.05579822515680834,2,-1.162109535090968,0,8,ord_4,cat_2,0,0
081d77548f0b934,0,cat_2,,46,cat_1,cat_0,,-1.9936783520037153,26,cat_4,-0.08070406866276296,21,1.878654994130438,7,3,ord_0,cat_1,0,0
0821ba71ca2a441,0,cat_2,0,102,cat_2,,,-2.02298149054388,,cat_3,0.08849955465257853,13,0.054065721588806376,0,4,ord_2,,0,0
0830d36f8668e2c,0,cat_1,0,21,cat_2,cat_1,cat_2,-0.414875642897529,31,cat_5,0.37367147988959115,8,-3.6472214844804336,0,4,ord_5,cat_2,0,0
0849dcf2ad6a1e2,0,cat_2,0,5,cat_1,cat_0,cat_0,-3.613371040699179,18,cat_6,-0.10096971772983804,2,-2.291864897831173,64,,ord_2,cat_1,0,0
084ba2544173b86,0,cat_0,6,12,cat_1,cat_0,cat_1,-1.1478188155248987,,cat_0,-0.1200587615336997,11,-0.25921369340770073,46,3,ord_3,cat_1,0,0
08549449b364234,0,cat_2,0,23,cat_2,cat_1,cat_2,1.6120187618925126,,cat_2,0.22871270761122522,7,0.4688193530165557,0,7,ord_2,,0,1
08728c0c002d05b,0,cat_4,0,29,cat_0,cat_1,,1.6316620092231493,,,0.45311962268957595,15,0.007250833514182256,0,3,ord_0,,0,1
088a4eb8cca4dd8,0,cat_1,0,37,cat_1,cat_1,,-1.0107462372512563,,cat_4,-0.1554791796519484,12,0.38690279619121604,26,4,ord_2,cat_2,0,0
08bf3d226065252,0,cat_0,18,50,cat_0,cat_1,cat_1,-0.5685420003391152,0,cat_1,0.03297777116680632,8,-1.2410855844097481,0,0,ord_5,cat_0,0,0
08d00487534605c,0,cat_4,0,54,cat_2,cat_1,,-0.662121901814974,,cat_0,0.16474332192582597,16,-1.2061338808308668,1,1,ord_5,cat_2,3,1
08e8e26fe06a06b,1,cat_3,0,27,cat_0,cat_0,cat_3,1.3105490791162535,,cat_1,0.14405824536077766,8,-1.484022007376696,2,7,ord_0,,0,0
0912ace56b05328,0,cat_1,8,29,cat_0,cat_0,cat_3,-0.9577004380837526,15,cat_0,0.11051775989647061,8,4.5407843526354,7,7,ord_1,,5,1
091b47dde6f4ff8,0,cat_0,0,73,cat_2,cat_0,,0.5977407230769993,,cat_4,0.03892994923259124,10,-0.3283780400745157,1,10,ord_4,cat_2,0,1
091d74d6f0e16f2,0,cat_3,,15,cat_2,cat_1,cat_1,0.18252900183134746,,cat_1,0.28807262743731354,11,0.140564892126539,0,5,ord_5,cat_2,0,0
093ab48bd428c52,0,cat_4,,20,cat_2,cat_1,,2.0801137040217927,0,cat_5,0.3619077877213651,12,3.1681553813401666,4,4,ord_3,cat_0,0,1
094f36c98e13ff4,0,cat_3,0,12,cat_0,cat_1,,-1.2273121634740676,77,cat_5,0.017423876937271397,15,4.124207531499636,0,3,ord_2,cat_2,0,1
096327ae89fa196,0,cat_4,28,60,cat_0,cat_1,,-2.093100505969055,,cat_1,0.3072182082105992,14,-2.2213288609443262,0,1,ord_5,,0,1
0963ad9d021a5e4,0,cat_1,0,16,cat_0,,cat_3,0.009284966065522426,4,cat_1,0.20063799959153536,12,-2.8610784951669714,4,9,ord_2,cat_1,0,0
096d51083b1e432,2,cat_1,,75,cat_2,,,1.5535136748676113,,cat_3,0.4607371126624752,8,3.0552236887421147,0,7,ord_5,cat_2,2,0
09719a073abd446,0,cat_4,12,17,cat_0,cat_1,cat_0,1.7225123401223923,19,cat_1,0.32981294833949115,11,0.19058936634731888,0,6,ord_1,,2,1
097d164ac036341,0,cat_3,9,4,cat_2,cat_1,cat_1,-0.993469596578944,9,,0.18884316834490592,5,-1.0810884980078184,1,,ord_2,cat_1,0,0
09857c685175500,0,cat_4,0,56,cat_2,cat_0,cat_1,-0.902300994903963,0,cat_1,-0.009655229882870292,19,-0.052241209148793134,1,4,ord_1,cat_2,0,0
09cdd01e6861160,1,cat_3,,46,cat_1,cat_0,,-0.7289083608653999,0,cat_0,0.12617223307785863,7,2.8327074378683847,4,8,ord_3,cat_2,1,0
0a11c703fa43a78,0,cat_3,0,36,cat_0,cat_1,cat_2,1.6290400477748754,,cat_0,0.1631316506801841,22,2.0464510903165967,0,1,ord_2,cat_1,0,1
0a208cf95d86f24,0,cat_2,0,63,cat_1,cat_1,,-0.2801957237882479,69,cat_3,0.003982456786986194,7,-2.1363828793097572,5,,ord_3,cat_1,1,0
0a410bcbb1d545f,0,,0,29,cat_1,cat_1,,2.1860279829688527,41,cat_0,0.2716832554432199,1,-0.5187206684302604,3,13,ord_4,cat_2,2,0
0a4adee03dfffd5,1,cat_1,2,43,cat_0,cat_1,cat_1,2.0380549184645105,0,cat_2,0.22043026546576977,10,1.4351261409555232,0,3,ord_3,,0,0
0a58ae01bf49100,0,cat_2,40,30,cat_1,cat_1,cat_2,-1.612054353436625,,cat_6,0.17158938162860735,14,-1.6324060008995716,8,5,ord_2,cat_2,1,1
0a7b3561ab27475,0,cat_0,0,17,cat_0,,,-2.628228546269368,27,cat_3,-0.22013273236973116,13,1.0607194757406142,0,2,ord_1,cat_0,0,1
0a8e632a39f3d2d,0,cat_2,0,46,cat_2,cat_0,cat_1,-1.6184733730361636,57,cat_1,0.013293448489683904,2,-2.6458665694789736,4,,ord_3,,0,0
0af19e4530f35f3,0,cat_1,19,70,cat_1,,cat_3,1.1791926967286512,16,cat_2,0.5786381673964491,2,-2.2797559414912425,78,,ord_3,,35,0
0af6d811d8503e7,0,cat_2,0,23,cat_1,cat_1,,-1.41818697474668,,cat_2,-0.13233646436200125,18,1.5032714565175103,4,3,ord_2,cat_0,0,1
0b053b865c9ff57,0,cat_1,,86,cat_1,cat_0,cat_2,0.6996015354630652,,cat_6,0.3018887788889915,3,-3.4512086435111833,6,,ord_2,,0,0
0b13f1072152f93,0,cat_3,0,49,cat_0,cat_1,cat_0,-2.230046755755991,,cat_1,0.0022247544342681447,20,0.5093582206166378,1,0,ord_3,cat_2,0,1
0b17f130487948a,0,cat_2,0,11,cat_2,cat_0,cat_3,-0.6901914001693328,,cat_6,0.2344632457491053,15,1.1267027253567978,9,2,ord_2,,0,0
0b19ea64869188f,0,cat_3,0,67,cat_0,cat_1,cat_3,2.922287190005723,9,cat_4,0.30855771549320576,17,1.8253423667366522,0,2,ord_2,cat_1,0,1
0b257a9832fba00,0,cat_2,0,10,cat_0,cat_1,,-0.8793201918100391,,cat_3,0.0757065911466538,18,1.866261936949166,3,3,ord_3,cat_2,0,0
0b40172519bd3b7,0,cat_3,27,7,cat_1,cat_1,cat_2,2.349104646130665,,cat_6,0.32025063784467983,7,-0.08081932562773209,4,7,ord_2,cat_0,0,1
0b76fbb84c2ecc8,0,cat_1,0,51,cat_2,,,2.0466690281720132,,cat_6,0.317112411647049,7,-2.400087063702002,0,10,ord_5,,0,1
0bcf7f9f2aa0542,0,cat_2,,20,cat_1,cat_1,cat_0,-0.6913325777258047,,cat_2,0.23388853255489392,14,3.128387027764041,20,7,ord_3,,0,0
0bcfed2dcb79065,0,cat_1,0,9,cat_0,,,1.066492376522698,0,cat_1,0.3516843786166266,29,-0.4903070197803323,0,0,ord_5,,0,1
0c0742dd557b682,0,cat_1,0,6,cat_2,cat_1,cat_2,-0.13608047808512047,5,cat_5,0.16394298716011785,15,-4.041483776537153,6,4,ord_3,,1,0
0c5377cb8d981dc,0,cat_2,0,9,cat_2,cat_1,cat_2,0.6177245384929586,,cat_1,0.22673208309126835,13,-2.5464575029999765,0,3,ord_3,cat_2,0,1
0c5fc254ff73c58,1,cat_1,17,7,cat_2,,,-2.3514323492108966,18,cat_0,0.1186750193978745,11,0.440999860585838,2,4,ord_3,cat_2,1,0
0c7b883cf8baf61,0,cat_2,0,20,cat_1,cat_1,,-0.8364544178623675,78,cat_4,0.2645579359308249,3,2.483612386901974,107,11,ord_3,cat_2,1,0
0c852dd80d7e53f,0,,0,7,cat_2,cat_1,cat_3,2.349626377156385,,cat_5,0.34861598651304804,3,2.7985284645809876,1,,ord_5,cat_2,0,0
0c993178edb2611,0,cat_0,38,19,cat_1,cat_1,,-3.616541463759177,30,cat_6,-0.05932182304408433,9,-2.200065565423731,14,6,ord_2,,0,0
0ca2506e1faa888,0,cat_3,0,21,cat_2,,,3.6937206738513653,,cat_0,0.3703175972145881,10,1.2626416424130618,0,6,ord_0,cat_1,0,1
0cadd0823e59c9e,0,cat_2,16,61,cat_1,cat_0,,1.827961868514366,17,cat_2,0.44665755806732116,15,2.374703160559422,0,4,ord_2,,0,1
0cc907802fe1ecf,0,cat_3,0,1,cat_0,cat_0,,-0.48320750519430633,,,0.26677338459681776,15,-3.4906294663549122,10,6,ord_4,cat_1,1,1
