row_id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,target
0096f7e0585e0ec,ord_2,,0,ord_2,0.4853373811426187,ord_4,-1.6627862007026901,cat_0,4,ord_4,ord_3,ord_0,1.1448552269073489,ord_2,,0.18648904916843878,cat_1,cat_4,1.8673971366610038,ord_3,ord_1,0.08180946084066774,ord_3,0
009920212203c27,ord_0,,6,ord_0,1.0904243826915045,ord_4,1.277081917966778,cat_1,39,ord_0,,ord_1,0.3814015708988158,ord_2,cat_0,0.12107244373579626,cat_1,cat_5,-3.0737578915690085,ord_3,ord_2,2.054659055432818,ord_0,0
009a28f17cc33af,ord_1,ord_3,0,ord_2,0.2762648493888672,,-0.08119926002106381,cat_1,0,ord_4,ord_3,ord_0,0.8349801265081465,ord_2,cat_0,0.12397247404444382,cat_1,cat_4,,,ord_1,0.15242470931248198,ord_3,1
009bbfea6d69823,ord_2,ord_3,0,ord_2,-0.5456195583208545,ord_1,-0.3670814657260466,cat_1,19,ord_5,ord_4,ord_0,-0.8018529539837491,ord_0,cat_1,0.15666621447059692,cat_1,cat_1,-6.049325751951868,ord_2,ord_0,0.5910559578327321,ord_1,1
00a4ef8231890c7,ord_1,ord_1,0,ord_2,1.1270201953600203,ord_2,2.363603558297437,cat_0,1,,ord_4,ord_0,1.5010829159482768,ord_0,,0.1424808959326096,cat_1,cat_2,5.510955006284392,ord_3,ord_0,1.1394191251345076,ord_3,0
00a7b31752c4c68,ord_1,,0,,0.9945486454150056,ord_0,-3.9903711854482817,cat_0,3,ord_5,ord_3,ord_0,0.37362641512341965,ord_0,,,cat_0,cat_2,-0.8661041846091435,,ord_0,0.3403628677788881,ord_3,1
00ab86de43b788b,ord_2,ord_3,0,ord_1,0.4314298635409256,,0.7420325394738818,cat_0,37,ord_1,ord_4,ord_0,0.9230281265209894,ord_2,cat_0,0.09463868717579821,cat_1,cat_2,,ord_2,ord_2,,ord_3,1
00ac2d36e9934b7,,,0,ord_2,0.5088858368190963,ord_0,-0.8371809150722002,cat_0,2,,ord_3,ord_0,0.6625920164586268,ord_0,cat_1,0.16508472669774718,cat_0,cat_1,-1.5647891273165653,ord_2,ord_0,0.552349289303538,,0
00bb95e1264f5cf,ord_2,ord_3,0,,1.1806363625590333,ord_0,1.1419897257588145,cat_0,4,,ord_2,ord_0,0.18014264869151275,ord_0,cat_1,0.15888780105881542,cat_0,cat_5,-2.6194045840788007,,ord_0,0.3466879845539679,ord_3,1
00c05c6a2eaf0f5,ord_0,,1,ord_1,0.5669120209774697,ord_5,-0.21678596912345016,cat_1,22,ord_5,,ord_0,0.09053061874394099,ord_0,,0.188234348541762,cat_1,cat_5,-2.0923121944768965,ord_1,ord_0,1.38459277635168,ord_3,1
00c11594a932bb1,ord_1,,0,ord_2,0.4834774199309539,,-0.09635026702185723,cat_1,3,ord_5,ord_4,ord_0,1.185383744817768,ord_1,cat_0,0.1939043785563307,cat_1,cat_2,3.0730601537942444,ord_1,ord_0,1.1793795941081233,ord_3,0
00c1673998ec23b,ord_1,,,ord_3,0.19611634674816938,ord_5,-3.163645497670955,cat_1,,,ord_2,ord_0,1.058510665153533,ord_2,,0.1824822313219088,cat_0,cat_5,5.742759196104564,ord_2,ord_0,0.12578405297015233,ord_3,0
00c44e22d9c2f57,ord_2,ord_1,0,ord_2,0.21629183895023807,,-1.1045634649151963,cat_1,3,,ord_4,ord_0,0.4391232681839117,ord_1,cat_1,,cat_1,cat_4,-3.459109922524992,ord_2,ord_1,0.5619859089903985,ord_3,1
00c56a0b8f06460,ord_0,ord_1,1,ord_2,0.7482020273158867,ord_5,-1.9888286148811,cat_1,9,,ord_4,ord_0,1.6505272691018393,ord_1,cat_1,,cat_0,cat_2,5.46957721925519,ord_3,ord_1,2.15265906951326,ord_3,0
00e3d485724f1e7,ord_0,ord_5,1,ord_1,0.3345324686303803,ord_1,0.4033555937803315,cat_1,6,ord_5,ord_4,ord_0,0.17044606787105554,ord_0,cat_1,0.11476523099496544,cat_1,cat_0,-2.134343981494968,ord_3,ord_0,3.6746227853943694,ord_3,0
00f1d14d142c56b,ord_0,,0,ord_3,0.5513668412511581,ord_1,1.0236922865911289,cat_0,7,ord_4,ord_2,ord_0,0.9051923686125333,ord_0,cat_1,0.19146736291720523,cat_1,cat_3,,ord_2,ord_0,1.9619099417121484,ord_3,0
00f3af8c043eb07,ord_0,ord_1,1,ord_1,0.38635557163054135,,-1.679178200674816,cat_0,5,,ord_2,ord_0,-0.28358268873357095,ord_0,cat_0,0.12716223916203395,cat_1,cat_5,,ord_3,ord_0,0.30293045713086936,ord_3,1
00f8922042baf81,ord_0,ord_3,1,ord_1,0.3857129465702618,ord_2,0.3971264121500917,cat_0,8,ord_5,ord_3,ord_0,1.2520117335991023,ord_1,cat_0,0.13262850656575184,cat_0,cat_2,4.489089186302032,ord_3,ord_1,1.132252888542255,ord_3,0
00fb28d6e5fba70,ord_0,ord_1,3,,0.9827381192366148,,2.069543478808361,cat_1,8,,ord_4,ord_0,0.6669892160247552,ord_1,cat_0,0.09974892287006502,cat_1,cat_4,,ord_3,ord_2,2.1942827468276405,ord_2,0
0101b6233df1704,ord_0,ord_1,0,ord_1,0.7564281449957472,ord_4,2.1671538483328665,cat_0,3,ord_5,ord_2,ord_0,-0.15139844343408376,ord_0,,0.14772605125406732,cat_1,cat_5,,,ord_0,0.04930341072518017,ord_3,0
010a1d47646926c,ord_0,ord_3,0,ord_1,-0.0817234330735627,ord_3,-0.7740685555930573,cat_0,38,,ord_0,ord_0,1.5804347427423475,ord_2,cat_0,0.1465120495651364,cat_1,cat_5,5.658426348550177,ord_3,ord_0,0.026197862724512334,ord_1,1
010bc1b0e2a298a,ord_2,ord_3,0,ord_2,0.48388220828949974,,-2.4977480483424985,cat_1,0,ord_5,ord_4,ord_0,-0.2381394133733772,ord_1,cat_1,0.1392415837725416,cat_1,cat_3,-2.351914841632254,ord_2,ord_0,0.7911481645066536,ord_3,1
0112c2fe9b698e1,,ord_1,0,,0.5816069325304117,,2.173282541183182,cat_1,5,ord_5,ord_1,ord_4,-0.6591446110557788,ord_0,cat_1,0.1414099223912686,cat_1,cat_1,,,ord_1,0.016715476390812264,ord_3,0
011d7b3f6cdfad4,ord_2,ord_3,0,ord_2,0.594922712556797,ord_2,0.8465042733145982,cat_0,0,ord_2,ord_3,ord_0,1.2355232856746774,ord_2,cat_0,0.13428809621677695,cat_0,cat_4,4.77669646594196,ord_2,ord_1,,ord_3,0
01223549cc6a89e,ord_0,,4,ord_0,0.6464684880068478,,2.339867186808481,cat_1,1,ord_5,ord_4,ord_0,0.8298698463556802,ord_0,cat_1,0.0752462793327026,cat_0,cat_1,-0.2235493807228306,ord_3,ord_1,2.2975395811058585,ord_2,0
012413ed5c0e953,ord_2,ord_3,0,ord_2,0.5247929097836707,ord_0,0.950035410289841,cat_0,20,ord_4,ord_4,ord_0,0.9203711635887339,ord_1,cat_1,0.1271765475214994,cat_0,cat_2,-2.104372417015684,ord_3,ord_2,0.8685822787714785,ord_3,1
0126e675f443eaa,ord_2,,0,ord_2,0.67422519513036,ord_0,-1.5316883934744423,,5,,ord_4,ord_0,-0.041310399517317964,ord_0,cat_1,0.1679778120764654,cat_1,cat_2,-3.6583948763351235,ord_0,ord_0,0.9413256865975751,ord_3,0
012a1c17f0b64cc,ord_0,ord_3,1,ord_2,0.5596687661837189,ord_5,1.086079851518998,cat_1,27,ord_5,ord_3,ord_0,0.5519804247139546,ord_0,cat_1,,cat_1,cat_0,3.5903174031505722,,,2.628932054773151,ord_3,0
012b6813c543ff5,ord_0,ord_1,2,ord_1,0.35951647999080744,,-2.4257628205881767,cat_1,0,,ord_2,ord_2,1.3146954734159493,ord_1,cat_1,0.1098304247391563,cat_0,cat_4,5.749141881928307,ord_3,ord_2,2.187072444211344,ord_3,1
01333d2c144ef0a,ord_0,ord_4,1,ord_1,0.5867352782154143,,0.48622216145108643,cat_1,28,ord_3,ord_4,ord_0,0.9350571109525346,ord_2,cat_0,0.11264928491547509,cat_1,cat_1,0.1582149417257015,ord_3,,1.2509330668092609,ord_3,1
013a69811fa4795,ord_2,ord_3,0,ord_2,0.7354162952878358,ord_1,-0.9350351797902148,cat_1,17,ord_2,ord_4,ord_0,0.06402654280256459,ord_2,,0.14222409712532208,cat_1,cat_1,-2.7232637748325788,ord_3,ord_2,0.5720339941059986,ord_2,0
013dbc4f3ffc004,ord_1,ord_3,0,ord_3,0.3535044915797472,,-0.5089031927528449,cat_1,1,ord_5,ord_3,ord_0,0.9040932414767148,ord_0,cat_0,0.1482376356198234,cat_0,cat_2,2.2580167912763254,ord_1,ord_0,1.059700066130682,ord_3,0
013e49e8c24829e,ord_1,ord_3,0,ord_1,0.7245022480215837,ord_0,1.428279512113976,cat_1,14,,ord_2,ord_2,-0.3828280458237372,ord_1,cat_0,0.14422719211091292,cat_1,cat_5,,ord_3,ord_0,0.8864146818183362,,1
01412ca05c83026,ord_1,,0,ord_3,1.2064569290201994,ord_0,1.5323035419637163,cat_0,8,ord_2,ord_3,ord_0,0.2581763813978535,ord_1,cat_1,0.21207403933742264,cat_1,cat_2,-2.7917004144673285,ord_2,ord_0,1.0921945469917653,ord_3,1
01461fee4777d2d,ord_1,ord_1,4,ord_0,0.12155183966563424,ord_1,1.6923546123113227,cat_1,13,ord_0,ord_4,ord_4,0.6438242260099042,ord_1,,0.11177859516516463,cat_1,cat_1,,ord_3,ord_2,3.5069879372172643,ord_0,1
015393662e452fd,ord_0,ord_1,0,ord_3,1.1119811816232117,ord_5,1.6203309167949973,cat_1,19,ord_5,ord_4,ord_0,0.9321204852025984,ord_0,cat_1,0.2067451762706369,cat_1,cat_3,3.4082127550031918,,ord_0,1.8609844918418368,ord_3,1
015818becf1eb1c,ord_2,,0,,-0.36916142111504857,ord_1,0.20064207380655025,cat_1,28,,ord_4,ord_0,0.9042513450623505,ord_0,cat_1,0.1828231311509927,cat_0,cat_5,-1.9652913591833203,ord_1,ord_1,1.3429747239495757,ord_2,1
016a72d585d5bbd,,ord_3,1,ord_1,0.46139410292449806,,-0.9423270778840591,cat_1,15,,ord_4,ord_3,-0.07404834827105206,ord_0,cat_1,0.09943353012726808,cat_1,cat_3,-3.939560904806509,ord_3,ord_2,1.9161614603365846,ord_3,0
0171b5208b1f222,ord_1,ord_3,0,ord_2,0.7647233064861076,ord_2,2.5405027540814116,cat_0,0,ord_5,ord_3,ord_0,-0.005788917270749143,ord_0,cat_1,0.17539950748732958,cat_1,cat_4,-1.7487503725775346,ord_1,ord_1,0.8227230299735435,ord_3,0
0172fb4ea8d8747,ord_0,,2,ord_1,0.24367295439237308,ord_4,-1.7186909431947548,cat_1,1,ord_5,ord_4,ord_0,-0.3171662136402706,ord_0,cat_1,0.10746811085590999,cat_0,cat_4,-4.274702223158369,,ord_0,3.147063659661765,ord_3,1
0173b64dbcaee3e,ord_0,,1,ord_1,0.48539280068669444,,0.8301909496123625,cat_1,16,,ord_4,ord_0,0.2317671584411185,ord_0,,0.16377629284027306,cat_1,cat_2,-1.8198357719730804,ord_3,ord_0,2.145953100609269,ord_3,0
0176b5d95535d25,ord_0,,2,,0.8114737321118539,,2.5170092826653905,cat_1,1,ord_4,ord_4,ord_1,-0.8560158976223428,ord_0,cat_1,0.09958050590793037,cat_1,cat_1,-3.119890260125072,ord_2,ord_0,2.9091004050340117,ord_3,0
01807d538604804,ord_0,ord_3,1,ord_1,0.2871571608851965,,0.9445436743252599,cat_1,8,ord_2,ord_2,ord_1,0.45828253380168643,ord_1,cat_1,0.1430723014484473,cat_1,cat_1,0.0953417027165171,ord_3,ord_1,0.31468207147998445,ord_3,1
01821f82e1a03f5,,,0,ord_3,0.8478053114129329,,1.7858262201716166,cat_1,9,,ord_1,ord_0,0.315814809324254,ord_0,cat_1,0.18571283586582538,cat_1,cat_0,0.39270305813567075,ord_1,ord_0,0.15480338257925638,ord_3,0
0182a003228f266,ord_1,ord_3,0,ord_3,0.7718253405739817,ord_5,1.5122565374387171,cat_1,2,,ord_3,ord_0,0.4859506190745302,ord_0,cat_1,0.15555333934110616,cat_0,cat_0,-0.668513353224178,ord_1,ord_0,0.16970496076414232,ord_2,0
01841f920de7f3a,ord_2,ord_1,0,ord_3,0.667934434957222,ord_5,0.20385727560097056,cat_1,11,ord_5,ord_3,ord_0,1.0021414342465578,ord_1,cat_1,0.15466456412348778,cat_0,cat_2,3.1873654366563775,ord_1,ord_0,0.2321657722200949,ord_3,0
0186831c7b2deee,ord_2,ord_5,0,ord_3,0.30064281872474363,ord_2,-0.06674884488828359,cat_0,0,ord_4,ord_4,ord_0,1.1276009337045332,ord_1,,0.17008894678570588,cat_1,cat_0,-0.2548623275788464,,ord_1,0.9653620233018757,ord_3,1
018a9e6e2195628,ord_0,ord_1,0,ord_1,0.2444892116639289,,-4.899506853498496,cat_1,1,ord_5,ord_1,ord_1,1.0042044729196271,ord_0,cat_1,0.09129077701536203,cat_0,cat_2,,,ord_0,0.1511979868842956,ord_3,1
018cf102119b03f,,,3,ord_1,0.4998756761163497,,-4.1398700055502555,cat_1,30,ord_5,ord_2,ord_2,0.35385129993977815,ord_0,cat_1,0.0942614044420305,cat_0,cat_1,,ord_3,ord_1,1.364937846788524,ord_3,1
0192ecd523cbe9a,ord_1,ord_3,,ord_3,0.7620177956533223,ord_1,3.313850019813813,cat_0,0,ord_3,ord_4,ord_0,-0.6063879893262982,ord_0,cat_1,0.19401407321950678,cat_1,cat_1,-7.431174363790278,ord_0,ord_0,1.1400082123200972,ord_3,1
0195a52d3d960a6,ord_0,,3,ord_1,0.8829925873845605,ord_2,-0.36446754740147225,cat_1,1,ord_5,ord_4,ord_0,-0.0013255132323847785,ord_0,cat_1,0.10273192685006141,cat_1,cat_0,-1.8906247187673768,ord_3,ord_0,4.52714600555683,ord_2,0
019c3fdeb53b0df,,ord_3,1,ord_1,0.8024829932279653,,1.568457345762636,cat_1,44,ord_4,,ord_0,0.461130733018744,ord_0,cat_1,0.13314087400066177,cat_1,cat_3,-1.1304584375450177,ord_3,ord_0,1.3930473320100794,ord_3,0
019fd4be97164f8,,ord_3,3,ord_1,0.35670069207536714,ord_0,-0.7643442775715052,cat_1,1,ord_3,ord_4,ord_0,-0.058086095347051364,ord_0,cat_1,0.08511021269759618,cat_0,cat_0,-5.06752785741607,ord_3,ord_1,4.230180583818035,ord_3,0
01a2e28cf5ed58a,ord_2,,0,ord_2,0.5525148099472451,ord_0,0.5602544088899255,cat_0,4,,ord_4,ord_0,0.6463433756312034,ord_1,cat_1,0.16991739277940895,cat_1,cat_5,,ord_2,ord_1,0.40901808755267854,ord_3,1
01b2299a19af802,ord_2,,0,ord_3,0.5137371861271319,ord_2,-0.31986994566817867,cat_1,2,ord_5,ord_4,ord_0,-0.49505091359430625,ord_0,cat_1,0.2107163394435115,cat_1,cat_5,-4.449035035959866,ord_2,,0.5999711650151983,ord_2,0
01b71548de5c7f6,ord_1,,4,ord_0,0.6574488809372723,ord_5,-2.0718171950348103,cat_1,70,ord_5,ord_4,ord_0,1.2751721133667118,ord_0,cat_1,,cat_0,cat_4,,ord_2,ord_0,2.7813761118997613,ord_3,1
01c746370a943ba,,,0,ord_2,0.633542685730855,,1.002606122053503,cat_0,18,,ord_4,ord_0,0.21948288935539842,ord_0,cat_1,0.14725075465989584,cat_1,cat_3,,ord_2,ord_0,,ord_3,1
01d8a41149a3c5a,ord_0,,0,,0.8861088727866012,ord_0,2.701475533966377,cat_0,1,ord_3,ord_0,ord_0,0.9992391851840012,ord_0,cat_1,0.1581955803073373,cat_1,cat_5,-1.922475425014324,ord_0,ord_0,,ord_3,0
01de946298288b3,,ord_3,3,ord_0,0.6216734498360965,ord_6,3.0424478035340696,,18,,ord_4,ord_0,0.5537769624078825,ord_0,cat_1,0.08463463500461096,cat_1,cat_3,-2.1939828436549154,,ord_1,2.6720814812771265,ord_3,1
01dea6c68e40670,ord_0,,2,ord_0,0.23503394524514867,ord_5,-0.5733491196927771,cat_1,13,,ord_4,ord_1,0.8705305137806659,ord_0,cat_1,0.08269327376766097,cat_1,cat_1,2.4660612230828853,ord_3,,2.0787235126193924,ord_1,0
01e02b20141c1fc,ord_1,,0,ord_3,0.8112903320025282,ord_1,-0.55824269441148,cat_1,21,ord_5,ord_4,ord_0,0.9131266613951242,ord_0,cat_1,0.1501764788648115,cat_0,cat_5,,ord_0,ord_0,2.3099010854130264,ord_3,0
01e05433cd2f53b,ord_0,,3,ord_0,0.3391807406729207,ord_1,0.25837073871372884,cat_0,5,ord_4,ord_4,ord_0,-0.6638729137788988,ord_0,cat_1,0.04352450584289229,cat_0,cat_5,-4.142230108120445,ord_2,ord_0,3.1548629499754988,ord_3,1
01eafc70fb1ed10,ord_0,ord_1,16,ord_0,-0.1500916741664994,,-1.562048422879615,cat_1,27,ord_5,ord_4,ord_0,0.820656542130932,ord_0,cat_1,0.08873956419087577,cat_0,cat_5,2.8206419577756634,ord_3,ord_0,,ord_2,1
01ed2e7db2e74fc,ord_1,,5,ord_0,0.08793577853584565,ord_5,1.5324403041842092,cat_1,7,ord_5,ord_4,ord_2,-0.439891969593422,ord_0,cat_1,0.07359636635921395,cat_1,cat_1,-1.7929938147593285,ord_2,ord_2,3.1741696703980136,ord_1,1
020343a9c0dbc65,,ord_3,2,ord_0,0.43913276149247993,,0.9942529807161423,cat_1,4,ord_5,ord_4,ord_1,-0.8738884378362669,ord_0,,0.09590927901746386,cat_1,cat_1,-3.393852673116,ord_3,ord_0,2.017109303368899,ord_3,1
02057d3b5162758,ord_0,ord_3,3,ord_1,0.6764646481386283,ord_5,-2.727187822224441,cat_1,18,ord_5,ord_2,ord_0,0.3045686448591143,ord_0,cat_1,0.06810023658448684,cat_0,cat_0,-0.1204838393086532,ord_3,ord_0,11.188353772665687,ord_3,1
0206be6ff135fc8,ord_2,ord_3,0,ord_1,0.5571140495209627,ord_1,-0.33019357770899715,cat_1,18,ord_3,ord_3,ord_0,0.24810363963312387,ord_1,cat_1,0.1624123180686245,cat_1,cat_0,-4.750139368366739,ord_2,,,ord_3,1
020b1f410d151dc,ord_2,,0,ord_3,0.03455100033769607,,2.5554908489363695,cat_0,74,ord_5,ord_3,ord_0,0.7709637862354577,ord_0,cat_1,0.17471238799669078,cat_0,cat_2,,ord_1,,0.3589605451133598,ord_0,1
020e804cdde829a,ord_1,ord_3,3,ord_0,0.14610664566650566,,-0.25543338613360445,cat_1,12,ord_5,ord_4,ord_1,0.622258834968198,ord_1,cat_1,,cat_1,cat_1,2.5748180941499124,,ord_2,3.55191664937843,ord_2,0
020f41ccd285c33,,ord_5,1,ord_2,0.47962422767527163,,-3.47564273754974,cat_1,5,ord_5,ord_4,ord_0,1.4655205793404944,ord_0,cat_0,0.10927239072476683,cat_0,cat_1,6.937581590950851,ord_3,ord_1,6.991372864977514,ord_3,0
02177e65723c249,,ord_3,0,ord_3,0.3936585891714205,ord_0,-1.1871783079290648,cat_1,57,ord_5,ord_4,ord_0,0.9735483866292034,ord_0,cat_1,0.15102216863198023,cat_0,cat_0,-1.9412541517875153,ord_0,ord_1,1.1386704941030938,ord_2,0
022556a69987753,ord_2,,0,ord_3,0.36906495246096876,,-1.578218268392452,cat_1,19,ord_5,ord_4,ord_0,1.451332817022594,ord_0,cat_1,0.16325371386794973,cat_0,cat_5,,ord_1,,0.16378155291107893,ord_2,0
0226d5dd9e4e72c,ord_1,ord_3,0,,0.5646730399875922,ord_2,-2.26079432961742,cat_0,55,ord_5,ord_4,ord_0,0.5997660799731366,ord_0,cat_1,0.1892577478826391,cat_0,cat_3,-3.1497614805640404,ord_2,,1.1742037386977688,ord_3,1
022eca4a9ed0031,ord_2,ord_3,0,ord_3,-0.03352474309093926,ord_1,-1.059684400547288,cat_1,36,ord_5,,ord_0,-0.271322165293599,ord_0,cat_1,0.15165894545988584,cat_0,cat_5,-8.071367824676832,ord_0,ord_0,2.800207403494142,,1
022fabd8d193149,ord_2,ord_3,0,ord_3,-0.10569488686929135,ord_0,2.2306582442116656,cat_0,0,ord_3,ord_4,ord_0,1.1307455351594786,ord_0,,0.16690578568830056,cat_0,cat_1,-0.4096477918935693,ord_0,ord_0,,ord_0,1
023ab6954fd780f,,,0,ord_2,0.3045712585230696,ord_2,0.19181197475636869,cat_0,12,ord_5,ord_3,ord_0,-0.5974089709192045,ord_0,cat_0,0.14461328976808566,cat_1,cat_4,-4.857280707756901,ord_2,ord_0,1.3010714210742542,ord_3,0
0254f257b492896,ord_0,,6,ord_0,0.23845511679212705,,3.2256859792994206,cat_0,11,ord_1,ord_4,ord_3,-0.053571510162891356,ord_1,cat_0,0.11139589053003426,cat_1,cat_1,-1.7566951184977053,ord_3,,5.757094144099869,ord_0,1
025a65dadc2533b,ord_0,ord_3,2,ord_0,1.1097508854980158,ord_0,1.5215744187407947,cat_1,0,ord_2,ord_3,ord_2,-0.058096821098233664,ord_0,cat_1,0.11008936505253002,cat_1,cat_1,-4.760339505807998,ord_3,ord_1,0.967237849121263,ord_3,0
025bdbca898c22e,ord_0,ord_1,1,ord_1,0.2349008936003943,ord_2,-1.4691999442789472,cat_1,10,,ord_4,ord_1,0.6363199501684625,ord_0,cat_1,0.09705329051159312,cat_0,cat_1,,ord_3,ord_0,1.732311298977479,ord_2,0
025d818fc00cf1a,ord_1,ord_1,4,ord_0,0.9215015529136049,,-3.4489770174740477,cat_1,3,,ord_4,ord_3,0.8708133391171214,ord_2,cat_0,,cat_0,cat_0,,ord_3,ord_2,3.124413795564793,ord_3,1
0265226e34d6669,,ord_1,1,ord_2,0.5282910364869016,,-2.5692188917022745,cat_1,3,ord_5,ord_4,ord_2,0.6401569825958966,ord_0,cat_1,0.1326582833410883,cat_0,cat_3,-0.623373000819528,,ord_2,1.3561784286047056,ord_3,0
026939dc680a9b8,ord_0,,1,ord_1,0.942475961399975,ord_1,2.321590343748539,cat_1,23,ord_2,ord_4,ord_0,-0.8798881367970827,ord_0,cat_1,0.10422099808367376,cat_1,cat_2,-7.124333029163809,ord_3,ord_0,,ord_3,0
027781d8956bfbc,,ord_1,0,ord_2,0.7843221673340625,,2.6060624328606674,cat_0,5,ord_5,ord_4,ord_0,-0.72354192042982,ord_0,cat_0,0.14380160316858906,cat_1,cat_2,-4.843854153333008,ord_2,ord_0,1.5639767724001263,ord_3,0
0279ec7c56a1c4c,ord_2,ord_1,0,ord_3,0.4601345230568395,ord_0,3.547721728963026,cat_0,16,ord_4,ord_4,ord_0,0.2304257818816286,ord_0,cat_1,0.15016760466987528,cat_0,cat_1,,ord_2,ord_0,,ord_1,1
027dada917d34aa,ord_2,,0,ord_3,0.3130311918446711,ord_0,0.585350662713759,cat_0,32,ord_4,ord_4,ord_0,0.7329902364290221,ord_0,cat_1,0.2121428063830462,cat_1,cat_4,,ord_2,ord_0,0.8781209571851737,ord_3,1
028039f13876d59,ord_2,ord_3,0,,0.4802329888007571,,2.918485094206652,cat_1,0,ord_2,ord_1,ord_0,1.3261616257363598,ord_2,,,cat_1,cat_4,3.601281164302162,ord_3,ord_0,0.2476343432054066,,1
02827403cd2c85d,ord_1,ord_1,0,ord_2,1.0998781088917662,ord_3,1.8578588225595547,cat_0,0,,ord_4,ord_0,-0.7687470526783404,ord_1,,0.1420509149539988,cat_1,cat_2,-7.038474453814185,ord_2,ord_0,1.2507759601366248,ord_3,1
0288eec06a9b4e9,,ord_3,0,ord_2,0.9407685847719001,ord_1,1.3171405939461094,cat_1,2,,ord_4,ord_1,-0.5052881404284274,ord_1,,0.15474794527249316,cat_1,cat_2,-7.813576999952041,ord_2,ord_1,0.28074730003173476,ord_3,0
028d2de9f43e201,ord_1,ord_3,0,ord_2,0.7518559592377775,ord_1,-0.25576899289459365,cat_0,48,ord_1,ord_0,ord_0,-0.5201928504782516,ord_2,cat_0,,cat_1,cat_0,-4.76765775327828,,ord_0,0.0036734174436126293,,1
028fc1588c36136,,,3,ord_1,1.002164750450033,ord_4,1.2778930875037933,,5,,ord_4,ord_0,0.7210915533475203,ord_2,cat_0,0.08777309204615043,cat_1,cat_3,0.5302234120556154,ord_3,ord_2,4.883748673762136,ord_3,1
029b1e7bc7584db,ord_0,,2,ord_0,0.12408650454942621,,0.991019452887634,cat_1,14,,ord_4,ord_1,-0.9616664990858772,ord_0,cat_1,0.0673588674691635,cat_1,cat_5,-7.0123245581547895,ord_3,ord_1,5.761761122044957,ord_2,0
